S.No.,Local Body Code,Local Body Version,Local Body Name      (In English),Local Body Name (In Local),Local Body Type Code,Local Body Type Name,Parent Local Body Code,
19187,153476,3,RANAYRAPEER,,3,Village Panchayat,4399,
19188,150546,2,RANAYRA RATHORE,RANAYRA RATHORE,3,Village Panchayat,4363,
19189,143925,1,RANCHHORPURA,?????????,3,Village Panchayat,4281,
19190,151564,2,RANCHI,?????,3,Village Panchayat,4377,
19191,143864,2,RANCHOULI,??????,3,Village Panchayat,4280,
19192,139822,1,RANDHAL,RANDHAL,3,Village Panchayat,4220,
19193,137198,1,RANDHANKHEDI,????????,3,Village Panchayat,4178,
19194,148882,3,RANEHI,RANEHI,3,Village Panchayat,4343,
19195,134584,1,RANGAI,????,3,Village Panchayat,4143,
19196,133233,1,RANGAON,??????,3,Village Panchayat,4123,
19197,137381,2,RANGAON,RANGAON,3,Village Panchayat,4181,
19198,137956,1,RANGAON,??????,3,Village Panchayat,4191,
19199,138580,1,RANGAON,??????,3,Village Panchayat,4203,
19200,142444,1,RANGAON,??????,3,Village Panchayat,4259,
19201,133234,1,RANGAON DEB,?????? ???,3,Village Panchayat,4123,
19202,138320,1,RANGAON MAL,?????? ???,3,Village Panchayat,4198,
19203,133056,1,RANGAON ROAD,?????? ???,3,Village Panchayat,4121,
19204,144046,1,RANGARH,?????,3,Village Panchayat,4283,
19205,135901,2,RANGARI,??????,3,Village Panchayat,4161,
19206,135675,3,RANGARI TALAB,RANGARI TALAB,3,Village Panchayat,4158,
19207,148883,5,RANGAULI,RANGAULI,3,Village Panchayat,4343,
19208,142389,1,RANGAV,??????,3,Village Panchayat,4258,
19209,135431,1,RANGEENKHAPA,,3,Village Panchayat,4155,
19210,139440,2,RANGEMA,??????,3,Village Panchayat,4214,
19211,132323,2,RANGGARHI,?????,3,Village Panchayat,4109,
19212,136352,1,RANGIR,??????,3,Village Panchayat,4168,
19213,148113,4,RANGIR (P),??????,3,Village Panchayat,4334,
19214,145121,2,RANGOLI,??????,3,Village Panchayat,4297,
19215,145486,2,RANGPURA KESRI,????????????,3,Village Panchayat,4302,
19216,135150,1,RANGUNWA,???????,3,Village Panchayat,4151,
19217,134930,1,RANGUWAN,RANGUWAN,3,Village Panchayat,4148,
19218,140176,2,RANGWASA,???????,3,Village Panchayat,4225,
19219,140262,2,RANGWASA,???????,3,Village Panchayat,4226,
19220,138521,1,RANHAI,???????,3,Village Panchayat,4202,
19221,139513,1,RANHAI KALA,?????????,3,Village Panchayat,4215,
19222,143979,1,RANHERA,???????,3,Village Panchayat,4282,
19223,150984,2,RANIBADOD,????????,3,Village Panchayat,4369,
19224,133303,1,RANIDONGRI,??????????,3,Village Panchayat,4124,
19225,152760,2,RANIGANJ,RANIGANJ,3,Village Panchayat,4391,
19226,144961,1,RANIGANJPURWA,????????????,3,Village Panchayat,4295,
19227,146532,1,RANIGAW,????????,3,Village Panchayat,4314,
19228,140082,1,RANIGOHAN,RANIGOHAN,3,Village Panchayat,4224,
19229,132627,5,RANIKUTHAR,?????????,3,Village Panchayat,4113,
19230,144436,1,RANI PINDRAI,???? ??????,3,Village Panchayat,4288,
19231,140083,2,RANIPIPARIYA,RANIPIPARIYA,3,Village Panchayat,4224,
19232,144437,1,RANI PIPARIYA,???? ???????,3,Village Panchayat,4288,
19233,153345,1,RANI PIPLEEYA,,3,Village Panchayat,4398,
19234,133620,1,RANIPUR,???????,3,Village Panchayat,4130,
19235,139871,2,RANIPUR,RANIPUR,3,Village Panchayat,4221,
19236,148541,1,RANIPUR,???????,3,Village Panchayat,4339,
19237,132995,1,RANIPURA,????????,3,Village Panchayat,4120,
19238,134995,1,RANIPURA,???????,3,Village Panchayat,4149,
19239,135063,1,RANIPURA,????????,3,Village Panchayat,4150,
19240,144962,1,RANIPURA,????????,3,Village Panchayat,4295,
19241,146258,1,RANIPURA,RANIPURA,3,Village Panchayat,4310,
19242,151093,3,RANIPURA,????????,3,Village Panchayat,4371,
19243,152761,1,RANIPURA,RANIPURA,3,Village Panchayat,4391,
19244,153052,1,RANIPURA,RANIPURA,3,Village Panchayat,4395,
19245,145225,1,RANIPURA KHURD,?????????????,3,Village Panchayat,4298,
19246,148029,1,RANIPURA (P),RANIPURA (P),3,Village Panchayat,4333,
19247,146409,1,RANISINGH,????????,3,Village Panchayat,4312,
19248,134668,1,RANITAL,RANITAL,3,Village Panchayat,4144,
19249,140652,3,RANITAL,???????,3,Village Panchayat,4231,
19250,140960,2,RANITAL,???????,3,Village Panchayat,4235,
19251,141149,1,RANJEETGARH,???????,3,Village Panchayat,4239,
19252,131890,2,RANJHA,?????,3,Village Panchayat,4103,
19253,144963,1,RANJORPURWA,??????????,3,Village Panchayat,4295,
19254,136100,1,RANJRA,?????,3,Village Panchayat,4164,
19255,144354,1,RANKAI,?????,3,Village Panchayat,4287,
19256,146530,2,RANKODA,??????,3,Village Panchayat,4314,
19257,140177,2,RANMAL BILLOD,???????????,3,Village Panchayat,4225,
19258,141578,1,RANNI,RANNI,3,Village Panchayat,4246,
19259,151323,2,RANNOD,??????,3,Village Panchayat,4374,
19260,143613,1,RANPUR,??????,3,Village Panchayat,4277,
19261,143865,3,RANSU,?????,3,Village Panchayat,4280,
19262,137646,2,RANTALAW,??????,3,Village Panchayat,4186,
19263,150905,1,RANTHBHAWAR,????????,3,Village Panchayat,4368,
19264,134188,1,RANUPURA,???????,3,Village Panchayat,4138,
19265,153151,1,RANWA,,3,Village Panchayat,4396,
19266,144964,1,RANWAHA,??????,3,Village Panchayat,4295,
19267,153850,2,RAOHNIYA,???????,3,Village Panchayat,4403,
19268,132036,3,RAONSARJAGIR,RAONSARJAGIR,3,Village Panchayat,4105,
19269,134996,1,RAOPUR,??????,3,Village Panchayat,4149,
19270,149645,1,RAOTHAN,??????,3,Village Panchayat,4352,
19271,146410,1,RAOTI,?????,3,Village Panchayat,4312,
19272,150614,2,RAPADI,?????,3,Village Panchayat,4364,
19273,134094,2,RARI SHAKARPURA,??? ?????????,3,Village Panchayat,4137,
19274,136693,1,RAROAJIWAN,????????,3,Village Panchayat,4172,
19275,136694,1,RAROOARAI,???????,3,Village Panchayat,4172,
19276,139240,1,RARUA,,3,Village Panchayat,4211,
19277,134247,1,RARUA NO.1,RARUA NO.1,3,Village Panchayat,4139,
19278,134095,1,RARUA NO.2,???? ? 2,3,Village Panchayat,4137,
19279,145343,2,RASEEDPUR,???????,3,Village Panchayat,4300,
19280,147703,1,RASENA(P),?????,3,Village Panchayat,4328,
19281,151808,3,RASERA,?????,3,Village Panchayat,4380,
19282,142206,1,RASGANGLI,????????,3,Village Panchayat,4255,
19283,132869,1,RASGAON,??????,3,Village Panchayat,4117,
19284,142551,1,RASGAON,??????,3,Village Panchayat,4261,
19285,136166,1,RASILPUR,???????,3,Village Panchayat,4165,
19286,143866,1,RASILPUR,???????,3,Village Panchayat,4280,
19287,150264,1,RASMOHANI,???????,3,Village Panchayat,4359,
19288,134027,2,RASNOL,RASNOL,3,Village Panchayat,4136,
19289,143926,1,RASODHANA,??????,3,Village Panchayat,4281,
19290,141392,3,RASODI,?????,3,Village Panchayat,4243,
19291,150163,1,RASPUR,RASPUR,3,Village Panchayat,4358,
19292,134425,1,RASULIYA PATHAR,,3,Village Panchayat,4141,
19293,150773,1,RASULPUR,???????,3,Village Panchayat,4366,
19294,150985,2,RASULPUR,??????,3,Village Panchayat,4369,
19295,153988,1,RASULPUR,???????,3,Village Panchayat,4405,
19296,149086,1,RASULPURA,????????,3,Village Panchayat,4345,
19297,149439,1,RASUL PURA,????????,3,Village Panchayat,4349,
19298,137754,1,RASWA,????,3,Village Panchayat,4188,
19299,142390,1,RASWA,?????,3,Village Panchayat,4258,
19300,142706,1,RATA,????,3,Village Panchayat,4263,
19301,141506,2,RATAD,????,3,Village Panchayat,4245,
19302,153222,1,RATADIYA,,3,Village Panchayat,4397,
19303,134585,1,RATAGARH RYT.,????? ????,3,Village Panchayat,4143,
19304,133535,2,RATAMATI,????????,3,Village Panchayat,4128,
19305,133621,1,RATAMATI,????????,3,Village Panchayat,4130,
19306,135504,1,RATAMATI,,3,Village Panchayat,4156,
19307,139654,1,RATAMATI,????????,3,Village Panchayat,4217,
19308,144438,1,RATAMATI,????????,3,Village Panchayat,4288,
19309,133421,2,RATAMATI KHURD,?????????????,3,Village Panchayat,4126,
19310,141336,1,RATAMBA,RATAMBA,3,Village Panchayat,4242,
19311,154375,1,RATANBARI,RATANBARI,3,Village Panchayat,4410,
19312,143980,2,RATANBASAI,??????,3,Village Panchayat,4282,
19313,146411,2,RATANGARH PITH,????????,3,Village Panchayat,4312,
19314,147021,2,RATANGAWAN GAHARWARAN,??????? ???????,3,Village Panchayat,4320,
19315,147022,1,RATANGAWAN KHAS,??????? ???,3,Village Panchayat,4320,
19316,152762,2,RATANGUWAN,RATANGUWAN,3,Village Panchayat,4391,
19317,145291,1,RATANHARI,???????,3,Village Panchayat,4299,
19318,137199,1,RATANKHEDI,???????,3,Village Panchayat,4178,
19319,148114,1,RATANPAR (P),???????,3,Village Panchayat,4334,
19320,143328,1,RATANPIPLIA,??? ???????,3,Village Panchayat,4274,
19321,133536,3,RATANPUR,??????,3,Village Panchayat,4128,
19322,136811,2,RATANPUR,RATANPUR,3,Village Panchayat,4173,
19323,145226,1,RATANPUR,??????,3,Village Panchayat,4298,
19324,149152,1,RATANPUR,??????,3,Village Panchayat,4346,
19325,149797,1,RATANPUR,RATANPUR,3,Village Panchayat,4354,
19326,137277,1,RATANPURA,RATANPURA,3,Village Panchayat,4179,
19327,137547,1,RATANPURA,???????,3,Village Panchayat,4184,
19328,141619,1,RATANPURA,RATANPURA,3,Village Panchayat,4247,
19329,143169,3,RATANPURA,???????,3,Village Panchayat,4272,
19330,144047,2,RATANPURA,??????,3,Village Panchayat,4283,
19331,153346,1,RATANYAKHEDI,,3,Village Panchayat,4398,
19332,136812,2,RATATALAI,RATATALAI,3,Village Panchayat,4173,
19333,139514,1,RATATALAI,????????,3,Village Panchayat,4215,
19334,145487,1,RATATALAI,????????,3,Village Panchayat,4302,
19335,133304,1,RATEDAKALA,????????,3,Village Panchayat,4124,
19336,132628,2,RATEGAON,???????,3,Village Panchayat,4113,
19337,143444,1,RATHANA,RATHANA,3,Village Panchayat,4275,
19338,133622,1,RATHANPUR,??????,3,Village Panchayat,4130,
19339,153851,1,RATHELI,?????,3,Village Panchayat,4403,
19340,134427,1,RATIBAD,,3,Village Panchayat,4141,
19341,144118,1,RATI KARAR,????????,3,Village Panchayat,4284,
19342,144355,1,RATIKARAR KALAN,???????? ????,3,Village Panchayat,4287,
19343,131891,2,RATIKHEDA,????????,3,Village Panchayat,4103,
19344,143445,1,RATIKHEDI,RATIKHEDI,3,Village Panchayat,4275,
19345,238475,1,RATIKIRAR,?????????,3,Village Panchayat,4381,
19346,141393,2,RATIMALI,????????,3,Village Panchayat,4243,
19347,142623,1,RATLIPURA,RATLIPURA,3,Village Panchayat,4262,
19348,138869,1,RATNAGIR,???????,3,Village Panchayat,4207,
19349,141579,1,RATNALI,RATNALI,3,Village Panchayat,4246,
19350,148115,1,RATNARI (P),??????,3,Village Panchayat,4334,
19351,142132,1,RATNPUR,??????,3,Village Panchayat,4254,
19352,142624,1,RATNPUR,RATNPUR,3,Village Panchayat,4262,
19353,151184,2,RATODHAN,?????,3,Village Panchayat,4372,
19354,138974,1,RATODHANA,??????,3,Village Panchayat,4208,
19355,148203,2,RATONA (P),?????,3,Village Panchayat,4335,
19356,151870,1,RATOUR,?????,3,Village Panchayat,4381,
19357,132260,1,RATTA,????,3,Village Panchayat,4108,
19358,146619,1,RATTAGARKHEDA,???????????,3,Village Panchayat,4315,
19359,134342,1,RATUA RATANPUR,???? ??????,3,Village Panchayat,4140,
19360,134028,2,RATWA,RATWA,3,Village Panchayat,4136,
19361,137711,2,RATWA,????,3,Village Panchayat,4187,
19362,139441,2,RATWAI,?????,3,Village Panchayat,4214,
19363,152277,1,RATWAR,?????,3,Village Panchayat,4386,
19364,140010,1,RATWARA,RATWARA,3,Village Panchayat,4223,
19365,152907,1,RATWAS,RATWAS,3,Village Panchayat,4393,
19366,136995,1,RATWAY,?????,3,Village Panchayat,4175,
19367,136228,1,RAUD,?????,3,Village Panchayat,4166,
19368,153900,1,RAUGARH,????,3,Village Panchayat,4404,
19369,152587,2,RAUHAL,?????,3,Village Panchayat,4389,
19370,146949,1,RAULI,????,3,Village Panchayat,4319,
19371,134189,1,RAUPURA,???????,3,Village Panchayat,4138,
19372,147199,1,RAURA,????,3,Village Panchayat,4322,
19373,147291,1,RAURA,????,3,Village Panchayat,4323,
19374,146758,1,RAURA UNMULAN,???? ???????,3,Village Panchayat,4317,
19375,147292,2,RAUSAR,????,3,Village Panchayat,4323,
19376,140011,1,RAVANPIPAL,RAVANPIPAL,3,Village Panchayat,4223,
19377,135834,1,RAVANWADA,RAVANWADA,3,Village Panchayat,4160,
19378,151635,5,RAVBUJURG,?????????,3,Village Panchayat,4171,
19379,151044,2,RAVLI,?????,3,Village Panchayat,4370,
19380,140178,2,RAWAD,????,3,Village Panchayat,4225,
19381,153152,1,RAWADIYAPEER,,3,Village Panchayat,4396,
19382,154279,2,RAWAN,????,3,Village Panchayat,4409,
19383,139655,1,RAWANG,?????,3,Village Panchayat,4217,
19384,138321,1,RAWANKUND,????????,3,Village Panchayat,4198,
19385,136589,2,RAWARI,?????,3,Village Panchayat,4171,
19386,143551,1,RAWATI,RAWATI,3,Village Panchayat,4276,
19387,146346,2,RAWATKHEDA,????????,3,Village Panchayat,4311,
19388,144672,1,RAWATPURA,????????,3,Village Panchayat,4291,
19389,134248,1,RAWJA,RAWJA,3,Village Panchayat,4139,
19390,136293,1,RAWNJHAKALA,?????????,3,Village Panchayat,4167,
19391,137712,2,RAYAN,????,3,Village Panchayat,4187,
19392,145122,1,RAYASANTA,?????????,3,Village Panchayat,4297,
19393,134029,1,RAYATPURA,RAYATPURA,3,Village Panchayat,4136,
19394,135753,1,RAYBASA,RAYBASA,3,Village Panchayat,4159,
19395,142445,1,RAYBIDPURA,??????????,3,Village Panchayat,4259,
19396,139656,1,RAYBOR,??????,3,Village Panchayat,4217,
19397,142962,1,RAYGAON,RAYGAON,3,Village Panchayat,4268,
19398,139365,3,RAYPUR,,3,Village Panchayat,4213,
19399,143981,2,RAYPUR,??????,3,Village Panchayat,4282,
19400,153852,1,RAYPUR,??????,3,Village Panchayat,4403,
19401,142207,1,RAYSAGAR,???????,3,Village Panchayat,4255,
19402,134586,1,RAYTALAI,???????,3,Village Panchayat,4143,
19403,137382,1,REBARDA,REBARDA,3,Village Panchayat,4181,
19404,147575,1,RECHAI SAGAR,????????,3,Village Panchayat,4326,
19405,136590,1,REDA,????,3,Village Panchayat,4171,
19406,151494,1,REDIHIMMATPUR,?????????????,3,Village Panchayat,4376,
19407,133422,2,REDWA,?????,3,Village Panchayat,4126,
19408,147704,1,REECHHAI(P),????,3,Village Panchayat,4328,
19409,147293,1,REETHI,????,3,Village Panchayat,4323,
19410,142391,1,REGWA,??????,3,Village Panchayat,4258,
19411,137548,1,REHADADA,??????,3,Village Panchayat,4184,
19412,144283,1,REHALI,????,3,Village Panchayat,4286,
19413,141394,2,REHANDA,???????,3,Village Panchayat,4243,
19414,139053,1,REHAPURA,???????,3,Village Panchayat,4209,
19415,131957,2,REHATWAS,REHATWAS,3,Village Panchayat,4104,
19416,140012,1,REHDA,REHDA,3,Village Panchayat,4223,
19417,142264,1,REHGAON,???????,3,Village Panchayat,4256,
19418,142552,1,REHGUN,??????,3,Village Panchayat,4261,
19419,132870,1,REHGUN (SAJWANI),?????? (??????),3,Village Panchayat,4117,
19420,132871,1,REHGUN (SILAWAD),?????? (??????),3,Village Panchayat,4117,
19421,147494,1,REHI,????,3,Village Panchayat,4325,
19422,151994,1,REHI,????,3,Village Panchayat,4382,
19423,150906,1,REHLI,?????,3,Village Panchayat,4368,
19424,136996,1,REHMANPURA,??????????,3,Village Panchayat,4175,
19425,142625,1,REHTFAL,REHTFAL,3,Village Panchayat,4262,
19426,139515,1,RELWA,??????,3,Village Panchayat,4215,
19427,133057,1,RELWA BUJURG,????? ???????,3,Village Panchayat,4121,
19428,132324,2,RELWAHI,???????,3,Village Panchayat,4109,
19429,132818,1,RENGAJHARI,????????,3,Village Panchayat,4116,
19430,140494,1,RENGAJHORI,?????????,3,Village Panchayat,4229,
19431,132817,1,RENGATOLA,?????????,3,Village Panchayat,4116,
19432,139367,2,RENHAT,,3,Village Panchayat,4213,
19433,139054,1,RENJHAI,?????,3,Village Panchayat,4209,
19434,148204,1,RENWJHA (P),?????,3,Village Panchayat,4335,
19435,148116,3,REOJHA (P),??????,3,Village Panchayat,4334,
19436,131892,1,REPARI,?????,3,Village Panchayat,4103,
19437,133877,1,REPURA,??????,3,Village Panchayat,4134,
19438,147495,2,RERUA,?????,3,Village Panchayat,4325,
19439,147200,2,RERUA KHURD 559,????? ????? 559,3,Village Panchayat,4322,
19440,137278,1,RESHAMGARA,RESHAMGARA,3,Village Panchayat,4179,
19441,141439,1,RETALUNJA,?????????,3,Village Panchayat,4244,
19442,137279,1,RETODA,RETODA,3,Village Panchayat,4179,
19443,144568,1,RETPURA,???????,3,Village Panchayat,4290,
19444,142316,3,RETWA,??????,3,Village Panchayat,4257,
19445,131575,1,REUDA,REUDA,3,Village Panchayat,4099,
19446,131576,1,REULA,REULA,3,Village Panchayat,4099,
19447,148627,1,REURA KALA,????????,3,Village Panchayat,4340,
19448,148628,1,REURA KHURD,??????????,3,Village Panchayat,4340,
19449,131687,1,REUSA,REUSA,3,Village Panchayat,4101,
19450,150409,1,REUSA,REUSA,3,Village Panchayat,4361,
19451,151495,1,REVAI,????,3,Village Panchayat,4376,
19452,144738,1,REVLIDEVLI,????? ?????,3,Village Panchayat,4292,
19453,140495,1,REWA,?????,3,Village Panchayat,4229,
19454,140084,1,REWABANKHEDI,REWABANKHEDI,3,Village Panchayat,4224,
19455,138392,1,REWADA,??????,3,Village Panchayat,4200,
19456,138437,1,REWAPUR,???????,3,Village Panchayat,4201,
19457,146479,1,REWAS,?????,3,Village Panchayat,4313,
19458,143446,1,REWASDEORA,REWASDEORA,3,Village Panchayat,4275,
19459,133058,1,REWJA,?????,3,Village Panchayat,4121,
19460,134747,1,REWNA,REWNA,3,Village Panchayat,4145,
19461,135224,1,RICCHEDA,,3,Village Panchayat,4152,
19462,140013,1,RICCHI,RICCHI,3,Village Panchayat,4223,
19463,143329,1,RICHA,?????,3,Village Panchayat,4274,
19464,143447,2,RICHABACCHA,RICHABACCHA,3,Village Panchayat,4275,
19465,146480,1,RICHACHANDA,?????????,3,Village Panchayat,4313,
19466,146533,2,RICHADEWADA,?????????,3,Village Panchayat,4314,
19467,148789,2,RICHAHARI,???????,3,Village Panchayat,4342,
19468,151496,1,RICHAI,?????,3,Village Panchayat,4376,
19469,140496,1,RICHAI (SHARDANAGAR),????? (????????),3,Village Panchayat,4229,
19470,143448,1,RICHALALMUHA,RICHALALMUHA,3,Village Panchayat,4275,
19471,136592,2,RICHARA,?????,3,Village Panchayat,4171,
19472,136593,2,RICHARI,??????,3,Village Panchayat,4171,
19473,150695,1,RICHDIMURDABAD,??????????????,3,Village Panchayat,4365,
19474,144284,1,RICHHA,????,3,Village Panchayat,4286,
19475,145830,1,RICHHADIYA,RICHHADIYA,3,Village Panchayat,4306,
19476,149087,1,RICHHADIYA,????????,3,Village Panchayat,4345,
19477,149305,1,RICHHADIYA KADEEM,???????? ????,3,Village Panchayat,4348,
19478,136229,1,RICHHAI,????,3,Village Panchayat,4166,
19479,144356,1,RICHHAI,????,3,Village Panchayat,4287,
19480,153989,1,RICHHAI,????,3,Village Panchayat,4405,
19481,147763,2,RICHHAI (P),????,3,Village Panchayat,4329,
19482,136591,1,RICHHAR,?????,3,Village Panchayat,4171,
19483,139241,1,RICHHARIKALA,,3,Village Panchayat,4211,
19484,139242,1,RICHHARIKHURD,,3,Village Panchayat,4211,
19485,144500,2,RICHHAWAR,??????,3,Village Panchayat,4289,
19486,145630,2,RICHHAWAR,??????,3,Village Panchayat,4304,
19487,148205,2,RICHHAWAR (P),??????,3,Village Panchayat,4335,
19488,141014,1,RICHHAWI,?????,3,Village Panchayat,4236,
19489,135603,1,RICHHEDA,,3,Village Panchayat,4157,
19490,139919,1,RICHHEDA,RICHHEDA,3,Village Panchayat,4222,
19491,139055,1,RICHHERA,??????,3,Village Panchayat,4209,
19492,138740,1,RICHHFAL,?????,3,Village Panchayat,4205,
19493,138741,1,RICHHI,????,3,Village Panchayat,4205,
19494,151094,1,RICHHI,????,3,Village Panchayat,4371,
19495,144878,1,RICHHOUDA,RICHHOUDA,3,Village Panchayat,4294,
19496,150824,2,RICHI,RICHI,3,Village Panchayat,4367,
19497,150907,1,RICHODA,??????,3,Village Panchayat,4368,
19498,150986,1,RICHODA,??????,3,Village Panchayat,4369,
19499,148206,1,RICHODA (P),??????,3,Village Panchayat,4335,
19500,136474,1,RICHORA,??????,3,Village Panchayat,4170,
19501,149859,1,RIDDI,??????,3,Village Panchayat,4355,
19502,133682,1,RIDHORA,??????,3,Village Panchayat,4131,
19503,135835,1,RIDHORA,RIDHORA,3,Village Panchayat,4160,
19504,133878,1,RIDOULI,??????,3,Village Panchayat,4134,
19505,148629,1,RIECHHUL,?????,3,Village Panchayat,4340,
19506,153347,1,RIGANIA,,3,Village Panchayat,4398,
19507,148441,1,RIGARA,?????,3,Village Panchayat,4338,
19508,143749,1,RIGHONI,??????,3,Village Panchayat,4279,
19509,135902,1,RIGHORA,??????,3,Village Panchayat,4161,
19510,150908,1,RIGNIKHEDA,??????????,3,Village Panchayat,4368,
19511,139516,1,RIJGAON,???????,3,Village Panchayat,4215,
19512,151265,1,RIJHETA,??????,3,Village Panchayat,4373,
19513,140263,2,RIJLAY,??????,3,Village Panchayat,4226,
19514,131893,1,RIJODA,??????,3,Village Panchayat,4103,
19515,138788,1,RIJODA,??????,3,Village Panchayat,4206,
19516,151565,1,RIJODA,??????,3,Village Panchayat,4377,
19517,151324,1,RIJODI,??????,3,Village Panchayat,4374,
19518,150410,1,RIMAR,RIMAR,3,Village Panchayat,4361,
19519,147399,1,RIMARI,??????,3,Village Panchayat,4324,
19520,148542,1,RIMARI,??????,3,Village Panchayat,4339,
19521,152278,1,RIMARI,??????,3,Village Panchayat,4386,
19522,140810,3,RIMJHA,??????,3,Village Panchayat,4233,
19523,146347,2,RINCHHA,????,3,Village Panchayat,4311,
19524,143449,1,RINDA,RINDA,3,Village Panchayat,4275,
19525,137838,2,RINGNOD,???????,3,Village Panchayat,4189,
19526,146481,2,RINGNOD,???????,3,Village Panchayat,4313,
19527,140423,1,RINGNODIYA,??????????,3,Village Panchayat,4228,
19528,141050,1,RINGOL,??????,3,Village Panchayat,4237,
19529,151325,2,RINHAYA,???????,3,Village Panchayat,4374,
19530,154285,1,RINIA,???????,3,Village Panchayat,4409,
19531,154376,1,RINIA,RINIA,3,Village Panchayat,4410,
19532,147496,1,RISDA,?????,3,Village Panchayat,4325,
19533,132697,1,RISEWADA,????????,3,Village Panchayat,4114,
19534,140727,1,RITHAURI,??????,3,Village Panchayat,4232,
19535,141951,1,Rithi,Rithi,3,Village Panchayat,4252,
19536,139243,1,RITHODAN,,3,Village Panchayat,4211,
19537,143614,1,RITHONA,??????,3,Village Panchayat,4277,
19538,143750,1,RITHONIYA,????????,3,Village Panchayat,4279,
19539,143867,2,RITHOURA KALAN,??????????,3,Village Panchayat,4280,
19540,143615,1,RITHOURA KA PURA,?????? ?? ????,3,Village Panchayat,4277,
19541,236253,1,RITHOURAKHURDG,???????????,3,Village Panchayat,4280,
19542,149306,1,RITHWAR,??????,3,Village Panchayat,4348,
19543,140654,2,RIVJHA,??????,3,Village Panchayat,4231,
19544,148442,1,RIWARA,??????,3,Village Panchayat,4338,
19545,136101,1,RIYANA,??????,3,Village Panchayat,4164,
19546,140811,1,RIYANA,??????,3,Village Panchayat,4233,
19547,146534,2,RIYAVAN,??????,3,Village Panchayat,4314,
19548,135903,1,RIZHADI PIPLA,??????????,3,Village Panchayat,4161,
19549,137067,2,RIZI,????,3,Village Panchayat,4176,
19550,137549,1,RODADA,?????,3,Village Panchayat,4184,
19551,138975,1,RODAKHEDI,????????,3,Village Panchayat,4208,
19552,141015,3,RODDHA,?????,3,Village Panchayat,4236,
19553,134343,2,RODIA,??????,3,Village Panchayat,4140,
19554,142265,1,RODIYA,??????,3,Village Panchayat,4256,
19555,152137,1,ROHAL,?????,3,Village Panchayat,4384,
19556,153349,1,ROHALKALA,,3,Village Panchayat,4398,
19557,153348,1,ROHALKHURD,,3,Village Panchayat,4398,
19558,139823,1,ROHANA,ROHANA,3,Village Panchayat,4220,
19559,138393,1,ROHANAI,??????,3,Village Panchayat,4200,
19560,138581,4,ROHANI,?????,3,Village Panchayat,4203,
19561,138742,4,ROHANI,?????,3,Village Panchayat,4205,
19562,134097,1,ROHANI JAGEER,?????? ?????,3,Village Panchayat,4137,
19563,134098,1,ROHANI SINGPURA,??????????????,3,Village Panchayat,4137,
19564,141686,1,Rohaniya,Rohaniya,3,Village Panchayat,4248,
19565,142027,1,Rohaniya,???????,3,Village Panchayat,4253,
19566,145123,3,ROHANIYA,???????,3,Village Panchayat,4297,
19567,148443,1,ROHANIYA KHURD,???????? ?????,3,Village Panchayat,4338,
19568,144285,1,ROHIYA,??????,3,Village Panchayat,4286,
19569,135904,1,ROHNA,?????,3,Village Panchayat,4161,
19570,135432,1,ROHNAKALA,,3,Village Panchayat,4155,
19571,135433,3,ROHNAKHURD,,3,Village Panchayat,4155,
19572,137589,1,ROJA,????,3,Village Panchayat,4185,
19573,133572,1,ROJADA,?????,3,Village Panchayat,4129,
19574,136813,1,ROJADI,ROJADI,3,Village Panchayat,4173,
19575,146482,1,ROJANA,??????,3,Village Panchayat,4313,
19576,133171,1,ROJANIMAL (F),????????? ???????,3,Village Panchayat,4122,
19577,139824,1,ROJDHA,ROJDHA,3,Village Panchayat,4220,
19578,140264,1,ROJDI,?????,3,Village Panchayat,4226,
19579,150615,2,ROJHANI,??????,3,Village Panchayat,4364,
19580,153990,1,ROJRU,??????,3,Village Panchayat,4405,
19581,146065,2,ROJYA,ROJYA,3,Village Panchayat,4308,
19582,146483,1,ROLA,????,3,Village Panchayat,4313,
19583,149440,1,ROLA,????,3,Village Panchayat,4349,
19584,149088,1,ROLAGAON,????????,3,Village Panchayat,4345,
19585,140179,1,ROLAI,?????,3,Village Panchayat,4225,
19586,150696,1,ROLAKHEDI,????????,3,Village Panchayat,4365,
19587,139517,1,ROLGAON,???????,3,Village Panchayat,4215,
19588,141051,1,ROLIGAON,????????,3,Village Panchayat,4237,
19589,137140,2,ROLUPIPLYA,????????????,3,Village Panchayat,4177,
19590,142446,1,ROMCHICHLI,????????,3,Village Panchayat,4259,
19591,133423,2,RONDHA,?????,3,Village Panchayat,4126,
19592,151636,1,RONIJA,??????,3,Village Panchayat,4378,
19593,148117,1,RON (P),???,3,Village Panchayat,4334,
19594,144439,1,RONSARA,??????,3,Village Panchayat,4288,
19595,150697,1,RONSLA,??????,3,Village Panchayat,4365,
19596,136014,1,RONSRA,??????,3,Village Panchayat,4163,
19597,140653,2,RONSRA,??????,3,Village Panchayat,4231,
19598,143982,1,ROOAR,????,3,Village Panchayat,4282,
19599,149798,1,ROOMAL,ROOMAL,3,Village Panchayat,4354,
19600,149723,1,ROOPDONMAL,?????????,3,Village Panchayat,4353,
19601,143616,1,ROOPHATI,???????,3,Village Panchayat,4277,
19602,136814,2,ROOPLIPURA,ROOPLIPURA,3,Village Panchayat,4173,
19603,144569,2,ROOPPURA,???????,3,Village Panchayat,4290,
19604,139442,2,RORA,????,3,Village Panchayat,4214,
