Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name,
248550,Bhiwani,64112,4,Bhiwani (M Cl ) - Ward No.4,
248556,Kalanaur,16941,7,Kalanaur (MC) - Ward No.7,
248572,Haileymandi,64193,3,Haileymandi (MC) - Ward No.3,
289254,SADHAURA,1302314,8,Ward No. 8,
248560,Bahadurgarh,17011,19,Bahadurgarh (M Cl ) - Ward No.19,
248528,Ganaur,16598,3,Ganaur (MC) - Ward No.3,
248510,Cheeka,24958,5,Cheeka (MC) - Ward No.5,
272866,Barara,1302190,1,Barara (MC) - Ward No. 1,
248579,Sohna,1302078,21,Sohna (MC) - Ward No. 21,
248516,Indri,16255,5,Indri (MC) - Ward No.5,
248546,Hisar,64071,20,Hisar (M Cl ) - Ward No.20,
248511,Kaithal,25261,18,Kaithal (M Cl ) - Ward No.18,
248569,Rewari,1302020,28,Rewari (M Cl ) - Ward No.28,
248519,Assandh,1302114,15,Assandh (MC) - Ward No.15,
248550,Bhiwani,64132,24,Bhiwani (M Cl ) - Ward No.24,
248534,Julana,16707,1,Julana (MC) - Ward No.1,
272866,Barara,1302201,12,Barara (MC) - Ward No. 12,
248534,Julana,16710,4,Julana (MC) - Ward No.4,
248527,Gohana,1302045,19,Gohana (MC) - Ward No.19,
248489,Panchkula,24633,13,Panchkula Urban Estate (EO) - Ward No.13,
248531,Narwana,1302057,21,Narwana (MC) - Ward No.21,
248542,Rania,16826,11,Rania (MC) - Ward No.11,
248554,Charkhi Dadri,64162,12,Charkhi Dadri (MC) - Ward No.12,
248585,Faridabad,18018,16,Faridabad (M Corp.) - Ward No.16,
248585,Faridabad,18008,6,Faridabad (M Corp.) - Ward No.6,
262120,Bhuna,1302174,5,Bhuna (MC) Ward No.5,
248576,Gurugram,64209,6,Gurgaon (M Cl ) - Ward No.6,
289253,ISMAILABAD,1302322,1,Ward No. 1,
248537,Tohana,16743,9,Tohana (MC) - Ward No.9,
248550,Bhiwani,64129,21,Bhiwani (M Cl ) - Ward No.21,
248510,Cheeka,24966,13,Cheeka (MC) - Ward No.13,
248510,Cheeka,24965,12,Cheeka (MC) - Ward No.12,
248572,Haileymandi,64203,13,Haileymandi (MC) - Ward No.13,
248541,Sirsa,16786,2,Sirsa (M Cl ) - Ward No.2,
248520,Gharaunda,16400,3,Gharaunda (MC) - Ward No.3,
259688,Nangal Chaudhary,1302248,6,Nangal Chaudhary (MC) Ward No.6,
248489,Panchkula,24638,18,Panchkula Urban Estate (EO) - Ward No.18,
248560,Bahadurgarh,17013,21,Bahadurgarh (M Cl ) - Ward No.21,
248576,Gurugram,64219,16,Gurgaon (M Cl ) - Ward No.16,
248511,Kaithal,25265,22,Kaithal (M Cl ) - Ward No.22,
248583,Punahana,1302188,14,Punhana (MC) - Ward No. 14,
248580,Taoru,17954,3,Taoru (MC) - Ward No.3,
248585,Faridabad,1302360,33,Ward No.33,
253296,Nissing,1302225,8,Nissing (MC) Ward NO - 8,
248491,Ambala,24662,2,Ambala (M Cl ) - Ward No.2,
248550,Bhiwani,64130,22,Bhiwani (M Cl ) - Ward No.22,
248554,Charkhi Dadri,64161,11,Charkhi Dadri (MC) - Ward No.11,
259688,Nangal Chaudhary,1302254,12,Nangal Chaudhary (MC) Ward No.12,
262120,Bhuna,1302183,14,Bhuna (MC) Ward No.14,
248562,Jhajjar,17024,3,Jhajjar (MC) - Ward No.3,
248512,Kalayat,25273,3,Kalayat (MC) - Ward No.3,
248547,Narnaund,16872,1,Narnaund (MC) - Ward No.1,
248532,Uchana,64016,8,Uchana (MC) - Ward No.8,
276399,JAKHAL MANDI,1302283,5,Jhakal Mandi (MC)- Ward No. 5,
248541,Sirsa,16794,10,Sirsa (M Cl ) - Ward No.10,
248537,Tohana,16744,10,Tohana (MC) - Ward No.10,
248531,Narwana,16665,7,Narwana (MC) - Ward No.7,
248573,Pataudi,1302234,15,Pataudi (MC) - Ward No. 15,
248548,Hansi,64095,10,Hansi (M Cl) - Ward No.10,
248490,Naraingarh,24652,5,Naraingarh(MC) - Ward No.5,
248533,Jind,16695,20,Jind (M Cl ) - Ward No.20,
248564,Mahendragarh,17056,9,Mahendragarh (MC) - Ward No.9,
248537,Tohana,16750,16,Tohana (MC) - Ward No.16,
289251,KUNDLI,1302303,12,Ward No. 12,
248546,Hisar,64070,19,Hisar (M Cl ) - Ward No.19,
248539,Mandi Dabwali,16769,16,Mandi Dabwali (MC) - Ward No.16,
248526,Samalkha,16570,7,Samalkha (MC) - Ward No.7,
248537,Tohana,16747,13,Tohana (MC) - Ward No.13,
248550,Bhiwani,64134,26,Bhiwani (M Cl ) - Ward No.26,
248543,Ellenabad,16840,10,Ellenabad (MC) - Ward No.10,
248545,Barwala,16866,10,Barwala (MC) - Ward No.10,
289252,BASS,1302380,1,Ward No. 1,
248579,Sohna,64989,3,Sohna (MC) - Ward No.3,
248548,Hansi,64101,16,Hansi (M Cl) - Ward No.16,
248509,Ladwa,64861,5,Ladwa (MC) - Ward No.5,
248557,Rohtak,16960,13,Rohtak (M Cl ) - Ward No.13,
248574,Farrukhnagar,17901,2,Farrukhnagar (MC) - Ward No.2,
248500,Yamunanagar,64811,1,Yamunanagar (M Cl ) - Ward No.1,
248558,Beri,16992,13,Beri (MC) - Ward No.13,
248573,Pataudi,17896,10,Pataudi (MC) - Ward No.10,
248537,Tohana,1302052,22,Tohana (MC) - Ward No.22,
276399,JAKHAL MANDI,1302289,11,Jhakal Mandi (MC)- Ward No. 11,
248562,Jhajjar,17035,14,Jhajjar (MC) - Ward No.14,
248512,Kalayat,25282,12,Kalayat (MC) - Ward No.12,
248560,Bahadurgarh,17009,17,Bahadurgarh (M Cl ) - Ward No.17,
248543,Ellenabad,16832,2,Ellenabad (MC) - Ward No.2,
248514,Nilokheri,64881,12,Nilokheri (MC) - Ward No.12,
253296,Nissing,1302228,11,Nissing (MC) Ward NO - 11,
248526,Samalkha,1302096,17,Samalkha (MC) - Ward No.17,
262119,Rajound,1302217,13,Rajound (MC) Ward No.13,
289254,SADHAURA,1302315,9,Ward No. 9,
248535,Safidon,16726,7,Safidon (MC) - Ward No.7,
248537,Tohana,1302053,23,Tohana (MC) - Ward No.23,
248528,Ganaur,16609,14,Ganaur (MC) - Ward No.14,
248580,Taoru,17953,2,Taoru (MC) - Ward No.2,
248532,Uchana,64019,11,Uchana (MC) - Ward No.11,
248536,Ratia,64027,6,Ratia (MC) - Ward No.6,
289253,ISMAILABAD,1302330,9,Ward No. 9,
248576,Gurugram,64227,24,Gurgaon (M Cl ) - Ward No.24,
248546,Hisar,64069,18,Hisar (M Cl ) - Ward No.18,
248586,Palwal,18033,6,Palwal (M Cl ) - Ward No.6,
248489,Panchkula,24635,15,Panchkula Urban Estate (EO) - Ward No.15,
248521,Panipat,63985,9,Panipat (M Cl ) - Ward No.9,
248583,Punahana,65006,5,Punahana (MC) - Ward No.5,
248532,Uchana,64018,10,Uchana (MC) - Ward No.10,
248550,Bhiwani,64121,13,Bhiwani (M Cl ) - Ward No.13,
248533,Jind,16686,11,Jind (M Cl ) - Ward No.11,
248526,Samalkha,16578,15,Samalkha (MC) - Ward No.15,
248566,Narnaul,64186,17,Narnaul (M Cl) - Ward No.17,
248573,Pataudi,17894,8,Pataudi (MC) - Ward No.8,
248500,Yamunanagar,64824,14,Yamunanagar (M Cl ) - Ward No.14,
262120,Bhuna,1302181,12,Bhuna (MC) Ward No.12,
248546,Hisar,64060,9,Hisar (M Cl ) - Ward No.9,
248536,Ratia,64030,9,Ratia (MC) - Ward No.9,
248508,Thanesar,24945,17,Thanesar (M Cl ) - Ward No.17,
248565,Ateli,17064,4,Ateli (MC) - Ward No.4,
248531,Narwana,16660,2,Narwana (MC) - Ward No.2,
248508,Thanesar,24946,18,Thanesar (M Cl ) - Ward No.18,
248554,Charkhi Dadri,64165,15,Charkhi Dadri (MC) - Ward No.15,
248538,Fatehabad,64035,1,Fatehabad (MC) - Ward No.1,
248586,Palwal,18045,18,Palwal (M Cl ) - Ward No.18,
248510,Cheeka,24964,11,Cheeka (MC) - Ward No.11,
248587,Hathin,65017,4,Hathin (MC) - Ward No.4,
248535,Safidon,16721,2,Safidon (MC) - Ward No.2,
248566,Narnaul,64173,4,Narnaul (M Cl) - Ward No.4,
248535,Safidon,16734,15,Safidon (MC) - Ward No.15,
