Local Body Code,Local Body Name,Ward Code,Ward Number,Ward Name,
276547,Imphal Municipal Corporation,1301643,22,IMC Ward 22,
276514,Moirang Municipal Council,1301727,6,MMC Ward 6,
276549,Wangoi Municipal Council,1301848,6,Wangoi MC Ward 6,
276547,Imphal Municipal Corporation,1301642,21,IMC Ward 21,
276545,Lamsang Nagar Panchayat,1301886,5,LNP Ward 5,
276509,Shikhong Sekmai Municipal Council,1301794,8,Sikhong Sekmai MC Ward 8,
276513,Yairipok Municipal Council,1301852,1,YMC Ward 1,
276545,Lamsang Nagar Panchayat,1301885,4,LNP Ward 4,
276550,Thongkhong Laxmi Municipal Council,1301812,8,Thongkhong Laxmi MC Ward 8,
276549,Wangoi Municipal Council,1301843,1,Wangoi MC Ward 1,
276513,Yairipok Municipal Council,1301856,5,YMC Ward 5,
276536,Kakching Khunou Municipal Council,1301663,3,KKMC Ward 3,
276515,Nambol Municipal Council,1301747,14,NMC Ward 14,
276508,Lamlai Municipal Council,1301698,8,LMC Ward 8,
276502,Lilong (Thoubal) Municipal Council,1301702,3,Lilong TBL MC Ward 3,
276548,Lilong (Imphal West) Nagar Panchayat,1301893,3,Lilong IW Ward 3,
276530,Ningthoukhong Municipal Council,1301753,2,Ningthoukhong MC Ward 2,
276508,Lamlai Municipal Council,1301696,6,LMC Ward 6,
276514,Moirang Municipal Council,1301731,10,MMC Ward 10,
276515,Nambol Municipal Council,1301740,7,NMC Ward 7,
276515,Nambol Municipal Council,1301743,10,NMC Ward 10,
276527,Andro Nagar Panchayat,1301862,2,AMC Ward 2,
276547,Imphal Municipal Corporation,1301647,26,IMC Ward 26,
276548,Lilong (Imphal West) Nagar Panchayat,1301891,1,Lilong IW Ward 1,
276530,Ningthoukhong Municipal Council,1301761,10,Ningthoukhong MC Ward 10,
276527,Andro Nagar Panchayat,1301870,10,AMC Ward 10,
276552,Mayang Imphal Municipal Council,1301715,7,Mayang Imp MC Ward 7,
276550,Thongkhong Laxmi Municipal Council,1301814,10,Thongkhong Laxmi MC Ward 10,
276551,Samourou Municipal Council,1301783,9,Samurou MC Ward 9,
276530,Ningthoukhong Municipal Council,1301756,5,Ningthoukhong MC Ward 5,
276530,Ningthoukhong Municipal Council,1301757,6,Ningthoukhong MC Ward 6,
276551,Samourou Municipal Council,1301780,6,Samurou MC Ward 6,
276547,Imphal Municipal Corporation,1301631,10,IMC Ward 10,
276548,Lilong (Imphal West) Nagar Panchayat,1301896,6,Lilong IW Ward 6,
276502,Lilong (Thoubal) Municipal Council,1301707,8,Lilong TBL MC Ward 8,
276506,OInam Municipal Council,1301771,6,OMC Ward 6,
276552,Mayang Imphal Municipal Council,1301710,2,Mayang Imp MC Ward 2,
276548,Lilong (Imphal West) Nagar Panchayat,1301895,5,Lilong IW Ward 5,
276508,Lamlai Municipal Council,1301692,2,LMC Ward 2,
276506,OInam Municipal Council,1301768,3,OMC Ward 3,
276513,Yairipok Municipal Council,1301857,6,YMC Ward 6,
276545,Lamsang Nagar Panchayat,1301888,7,LNP Ward 7,
276546,Heirok Nagar Panchayat,1301877,5,Heirok Ward 5,
276551,Samourou Municipal Council,1301784,10,Samurou MC Ward 10,
276525,Kwakta Municipal Council,1301683,2,Kwakta MC Ward 2,
276547,Imphal Municipal Corporation,1301640,19,IMC Ward 19,
276545,Lamsang Nagar Panchayat,1301883,2,LNP Ward 2,
276508,Lamlai Municipal Council,1301691,1,LMC Ward 1,
276548,Lilong (Imphal West) Nagar Panchayat,1301897,7,Lilong IW Ward 7,
276552,Mayang Imphal Municipal Council,1301718,10,Mayang Imp MC Ward 10,
276530,Ningthoukhong Municipal Council,1301755,4,Ningthoukhong MC Ward 4,
276530,Ningthoukhong Municipal Council,1301759,8,Ningthoukhong MC Ward 8,
276506,OInam Municipal Council,1301767,2,OMC Ward 2,
276546,Heirok Nagar Panchayat,1301873,1,Heirok Ward 1,
,,,,,
,,,,,
