Local Body Code,Local Body Name,Ward Code,Ward Number,Ward Name,
249723,Phek,5970,11,Phek (TC) - Ward No.11 HEBRON-II,
276221,Mangkolemba Town Council,1269713,7,Mangkolemba Town (TC) - Ward No.7 SATIHIT WARD,
253213,Medziphema Town Council,2297421,7,Medziphema Town (TC) - Ward No. 7 KHENUKO WARD,
249721,Chumukedima Town Council,71567,4,Chumukedima (CT) - Ward No.4 CHATE-II WARD,
253201,Longleng Town Council,2320554,6,Longleng town (TC) - Ward No.6 PPC WARD,
249716,Tuensang Town Council,15571,2,Tuensang (TC) - Ward No.2 ST.JOHN B WARD,
249718,Zunheboto,15598,1,Zunheboto (TC) - Ward No.1 NORTH POINT WARD,
276217,East Dimapur Town Council,1269705,10,East Dimapur (TC) - Ward No.10 NAHARBARI VALLEY WARD,
249722,Kohima,695127,7,DAKLANE WARD,
253207,Changtongya Town,2297384,1,Changtongya Town (TC) - Ward No. 1 ELECTRICAL WARD,
253202,Kiphire Town Council,2297408,5,Kiphire Town (TC) - Ward No. 5 MISSION COMPOUND COLONY WARD,
249722,Kohima,695138,18,PARA MEDICAL COLONY WARD,
249722,Kohima,695133,13,CHANDMARI LOWER COLONY WARD,
276222,Meluri Town Council,1269780,9,Meluri Town (TC) - Ward No.9 RUNGAKUSU WARD,
276227,Tizit Town Council,1269660,1,Tizit Town (TC) - Ward No.1 ADC WARD,
249723,Phek,11825,8,Phek (TC) - Ward No.8 JERICHO-I,
249721,Chumukedima Town Council,71568,5,Chumukedima (CT) - Ward No.5 PHELUO WARD,
276223,Noklak Town Council,1269717,2,Noklak Town (TC) - Ward No.2 HIGH SCHOOL SECTOR-A WARD,
276220,Chozuba Town Council,1269694,8,Chozuba Town (TC) - Ward No.8 RIKHUBA-VETHOZHO WARD,
249720,Dimapur Municipal Council,4923,23,Dimapur (TC) - Ward No.23,
253207,Changtongya Town,2297389,6,Changtongya Town (TC) - Ward No. 6 CHURCH WARD,
276218,Longkhim Town Council,1269768,6,Longkhim Town (TC) - Ward No.6 LITSUNG-B WARD,
249718,Zunheboto,15600,3,Zunheboto (TC) - Ward No.3 LAGHILATO WARD,
276224,Pungro Town Council,1269732,8,Pungro Town (TC) - Ward No.8 FOREST WARD,
276227,Tizit Town Council,1269663,4,Tizit Town (TC) - Ward No.4 PONGMA WARD,
276226,Tening Town Council,1269758,5,Tening Town (TC) - Ward No.5 NDAN ZAM WARD,
249716,Tuensang Town Council,15570,1,Tuensang (TC) - Ward No. 1 ST. JOHN A WARD,
253210,Pfutsero Town,2297449,8,Pfutsero Town (TC) - Ward No.8 RUKIZU COLONY WARD,
249721,Chumukedima Town Council,71572,9,Chumukedima (CT) - Ward No.9 RADEITSA WARD,
276219,Bhandari Town Council,1269681,4,Bhandari Town (TC) - Ward No.4 ZUVOTONG/MERI WARD,
253203,Naginimora Town Council,2297427,4,Naginimora Town (TC) - Ward No. 4 CHINGJANG WARD,
253201,Longleng Town Council,2320555,7,Longleng town (TC) - Ward No.7 SHAYUNG WARD,
249717,Mokokchung,15589,4,Mokokchung (TC) - Ward No.4 ARDANG WARD,
276223,Noklak Town Council,1269721,6,Noklak Town (TC) - Ward No.6 DANLEPDONG WARD,
,,,,,
,,,,,
