Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name
249656,Barh,1298212,23,Barh (M) - Ward No.23
249582,Nirmali,62540,8,Nirmali (NP) - Ward No.8
249575,Sitamarhi,35681,26,Sitamarhi (M) - Ward No.26
249610,Mairwa,1298959,7,Maharajganj (NP) - Ward No.7
249663,Piro,36664,8,Piro (NP) - Ward No.8
249590,Kishanganj,35821,14,Kishanganj (M) - Ward No.14
249611,Rivilganj,36036,2,Revilganj (NP) - Ward No.2
249618,Mahnar,36143,6,Mahnar Bazar (M) - Ward No.6
277131,Barauli,1298978,13,Barauli (NP) - Ward No.13
249653,Fatuha,36483,2,Fatwah (M) - Ward No.2
249586,Forbesganj,35767,7,Forbesganj (M) - Ward No.7
249621,Dalsinghsarai,1298070,6,Dalsinghsarai (NP) - Ward No.6
249593,Kasba,1299421,8,Kasba (NP) - Ward No.8
277131,Barauli,1298972,7,Barauli (NP) - Ward No.7
249674,Daudnagar,59662,9,Daudnagar (M) - Ward No.9
249562,Bagaha,1299036,33,Bagaha (M) - Ward No.33
249665,Buxar,36679,3,Buxar (M) - Ward No.3
249614,Dighwara,36096,7,Dighwara (NP) - Ward No.7
249592,Purnea,1299410,37,Purnia (M Corp.) - Ward No.37
277098,Bakhtiyarpur,1298633,16,Bakhtiyarpur (M) - Ward No.16
277131,Barauli,1298974,9,Barauli (NP) - Ward No.9
249600,Darbhanga,35943,26,Darbhanga (M Corp.) - Ward No.26
249603,Muzaffarpur,59409,27,Muzaffarpur (M Corp.) - Ward No.27
249622,Rosera,36186,14,Rosera (NP) - Ward No.14
249584,Supaul,1298303,22,Supaul (M) - Ward No.22
249669,Nokha,36706,7,Nokha (NP) - Ward No.7
249651,Phulwari Sharif,1298584,28,Phulwari Sharif (M) - Ward No.28
249575,Sitamarhi,35665,10,Sitamarhi (M) - Ward No.10
277126,Kesaria,1299121,11,Kesaaria (NP) - Ward No.11
276642,Benipur,1298048,8,Benipur (M) - Ward No. 08
249656,Barh,59585,2,Barh (M) - Ward No.2
249686,Hisua,37270,5,Hisua (NP) - Ward No.5
249657,Mokama,1298594,27,Mokameh (M) - Ward No.27
249600,Darbhanga,35937,20,Darbhanga (M Corp.) - Ward No.20
249666,Bhabua,59639,2,Bhabua (M) - Ward No.2
249600,Darbhanga,1722,40,Darbhanga (M Corp.) - Ward No.40
249567,Dhaka,1299106,16,Dhaka (NP) - Ward No.16
249667,Koath,36690,1,Koath (NP) - Ward No.1
249584,Supaul,1298302,21,Supaul (M) - Ward No.21
249612,Chapra,1298882,33,Chapra (M Corp.) - Ward No.33
249672,Jehanabad,1298823,26,Jehanabad (M) - Ward No.26
265438,Ekma Bazar,1298362,4,Ekma Bazar (NP) - Ward No.04
249687,Jamui,1299307,25,Jamui (M) - Ward No.25
249603,Muzaffarpur,59407,25,Muzaffarpur (M Corp.) - Ward No.25
249566,Sugauli,62514,5,Sugauli (NP) - Ward No.5
249583,Birpur,1299506,10,Birpur (NP) - Ward No.10
276644,Bikarm,1298662,3,Bikram (M) - Ward No.3
249680,Gaya,1298806,48,Gaya (M Corp.) - Ward No.48
249619,Samastipur,36165,13,Samastipur (M) - Ward No.13
276429,Harnaut,1298685,5,Harnaut (NP) - Ward No.5
276644,Bikarm,1298673,14,Bikram (M) - Ward No.14
249584,Supaul,35751,7,Supaul (M) - Ward No.7
249656,Barh,1298209,20,Barh (M) - Ward No.20
249586,Forbesganj,35776,16,Forbesganj (M) - Ward No.16
277098,Bakhtiyarpur,1298643,26,Bakhtiyarpur (M) - Ward No.26
249617,Hajipur,1299147,19,Hajipur (M) - Ward No.19
249561,Narkatiaganj,1299041,10,Narkatiaganj (NP) - Ward No.10
249670,Sasaram,36738,21,Sasaram (M) - Ward No.21
249664,Dumraon,36674,9,Dumraon (M) - Ward No.9
277134,Kahalgaon,1299395,11,Kahalgaon (NP) - Ward No.11
249668,Bikramganj,1298704,10,Bikramganj (M) - Ward No.10
249565,Raxaul,35592,12,Raxaul Bazar (M) - Ward No.12
249656,Barh,59586,3,Barh (M) - Ward No.3
249634,Munger,36279,23,Munger (M Corp.) - Ward No.23
249684,Nawada,2797,31,Nawada (M) - Ward No.31
249612,Chapra,1298885,36,Chapra (M Corp.) - Ward No.36
249639,Lakhisarai,3716,31,Lakhisarai (M) - Ward No.31
276648,Mohaniya,1298394,8,Mohaniya (NP) - Ward No.08
249683,Bodh Gaya,36848,8,Bodh Gaya (NP) - Ward No.8
249600,Darbhanga,35946,29,Darbhanga (M Corp.) - Ward No.29
249680,Gaya,59969,22,Gaya (M Corp.) - Ward No.22
249643,Hilsa,1298678,24,Hilsa (NP) - Ward No.24
249605,Mirganj,1298385,15,Mirganj (NP) - Ward No.15
249578,Jainagar,1299194,9,Jainagar (NP) - Ward No.9
249633,Banka,59487,11,Banka (M) - Ward No.11
277130,Teghara,1299377,18,Bakhri (NP) - Ward No.18
249603,Muzaffarpur,59408,26,Muzaffarpur (M Corp.) - Ward No.26
249566,Sugauli,1299140,14,Sugauli (NP) - Ward No.14
253281,ARWAL,1298845,12,Arwal (M) - Ward No.12
249641,Sheikhpura,36352,8,Sheikhpura (M) - Ward No.8
249630,Bhagalpur,59452,13,Bhagalpur (M Corp.) - Ward No.13
249601,Motipur,35960,6,Motipur (NP) - Ward No.6
249592,Purnea,1299414,41,Purnia (M Corp.) - Ward No.41
290025,Aurangabad,1306691,18,Ward No.18
249566,Sugauli,62518,9,Sugauli (NP) - Ward No.9
249629,Sultanganj,36249,7,Sultanganj (NP) - Ward No.7
249642,Biharsharif,59545,32,Bihar (M) - Ward No.32
249650,Patna,36437,27,Patna (M Corp.) - Ward No.27
249598,Murliganj,1298128,7,Murliganj (NP) - Ward No.7
249568,Motihari,35603,3,Motihari (M) - Ward No.3
249592,Purnea,35863,13,Purnia (M Corp.) - Ward No.13
249560,Ramnagar,62503,4,Ramnagar (NP) - Ward No.4
249684,Nawada,2795,29,Nawada (M) - Ward No.29
253219,sahebganj,71900,5,Sahebganj (NP) - Ward No.5
249587,Araria,35781,5,Araria (M) - Ward No.5
249652,Masaurhi,1298603,25,Masaurhi (M) - Ward No.25
277127,Pakri Dayal,1298148,12,Pakridayal (NP) - Ward No.12
249625,Khagaria,36214,2,Khagaria (M) - Ward No.2
249590,Kishanganj,35820,13,Kishanganj (M) - Ward No.13
249673,Makhdumpur,36782,5,Makhdumpur (NP) - Ward No.5
249599,Saharsa,59382,28,Saharsa (M) - Ward No.28
253281,ARWAL,1298837,4,Arwal (M) - Ward No.4
276406,BARSOI,1299470,17,Barsoi (NP) - Ward No.17
249686,Hisua,2800,11,Hisua (NP) - Ward No.11
249613,Marhaura,36083,4,Marhaura (NP) - Ward No.4
249608,Siwan,36025,27,Siwan (M) - Ward No.27
249561,Narkatiaganj,35524,3,Narkatiaganj (NP) - Ward No.3
277127,Pakri Dayal,1298149,13,Pakridayal (NP) - Ward No.13
249608,Siwan,36016,18,Siwan (M) - Ward No.18
249595,Katihar,62554,3,Katihar (M Corp.) - Ward No.3
249659,Arrah,59625,28,Arrah (M Corp.) - Ward No.28
249657,Mokama,36619,9,Mokameh (M) - Ward No.9
249599,Saharsa,1299480,35,Saharsa (M) - Ward No.35
249567,Dhaka,1307123,23,Dhaka (NP) - Ward No.23
249627,Naugachhia,71824,21,Naugachhia (NP) - Ward No.21
249590,Kishanganj,35833,26,Kishanganj (M) - Ward No.26
249560,Ramnagar,1298429,20,Ramnagar (NP) - Ward No.20
276642,Benipur,1298060,20,Benipur (M) - Ward No. 20
249614,Dighwara,36091,2,Dighwara (NP) - Ward No.2
249563,Chanpatia,1299063,15,Chanpatia (NP) - Ward No.15
249577,Janakpur Road,62528,5,Janakpur Road (NP) - Ward No.5
249633,Banka,59480,4,Banka (M) - Ward No.4
249662,Jagdishpur,1298771,14,Jagdishpur (NP)- Ward No.14
249684,Nawada,36862,3,Nawada (M) - Ward No.3
265438,Ekma Bazar,1298364,6,Ekma Bazar (NP) - Ward No.06
249562,Bagaha,1299023,20,Bagaha (M) - Ward No.20
249630,Bhagalpur,59467,28,Bhagalpur (M Corp.) - Ward No.28
249608,Siwan,36001,3,Siwan (M) - Ward No.3
249657,Mokama,36627,17,Mokameh (M) - Ward No.17
249674,Daudnagar,59661,8,Daudnagar (M) - Ward No.8
277134,Kahalgaon,1299400,16,Kahalgaon (NP) - Ward No.16
249593,Kasba,1299424,11,Kasba (NP) - Ward No.11
249589,Bahadurganj,1299528,16,Bahadurganj (NP) - Ward No.16
249650,Patna,1298539,70,Patna (M Corp.) - Ward No.70
249568,Motihari,35616,16,Motihari (M) - Ward No.16
249668,Bikramganj,1298706,12,Bikramganj (M) - Ward No.12
249606,Gopalganj,1298263,21,Gopalganj (M) - Ward No.21
249609,Maharajganj,1298951,9,Maharajganj (NP) - Ward No.9
249564,Bettiah,1299019,36,Bettiah (M) - Ward No.36
249622,Rosera,36180,8,Rosera (NP) - Ward No.8
249685,Warisaliganj,2812,18,Warisaliganj (NP) - Ward No.18
249657,Mokama,1298593,26,Mokameh (M) - Ward No.26
249688,Jhajha,37278,3,Jhajha (NP) - Ward No.3
276405,KOCHAS,1298730,7,Kochas (NP) - Ward No.7
249590,Kishanganj,35816,9,Kishanganj (M) - Ward No.9
277129,Bakhri,1298316,7,Bakhri (NP) - Ward No.07
249592,Purnea,35877,27,Purnia (M Corp.) - Ward No.27
249584,Supaul,1298304,23,Supaul (M) - Ward No.23
249576,Dumra,35691,2,Dumra (NP) - Ward No.2
249585,Jogabani,1298103,15,Jogabani (NP) - Ward No.15
249619,Samastipur,36163,11,Samastipur (M) - Ward No.11
276645,Naubatpur,1298649,5,Naubatpur (M) - Ward No.5
249634,Munger,36285,29,Munger (M Corp.) - Ward No.29
249602,Kanti,3071,13,Kanti (NP) - Ward No.13
249665,Buxar,1298791,29,Buxar (M) - Ward No.29
249638,Barahiya,3696,20,Barahiya (NP) - Ward No.20
249642,Biharsharif,59515,2,Bihar (M) - Ward No.2
249600,Darbhanga,35924,7,Darbhanga (M Corp.) - Ward No.7
249664,Dumraon,36672,7,Dumraon (M) - Ward No.7
249586,Forbesganj,35769,9,Forbesganj (M) - Ward No.9
249627,Naugachhia,71810,7,Naugachhia (NP) - Ward No.7
249590,Kishanganj,35830,23,Kishanganj (M) - Ward No.23
249646,Silao,59561,1,Silao (NP) - Ward No.1
249672,Jehanabad,36776,13,Jehanabad (M) - Ward No.13
249627,Naugachhia,71809,6,Naugachhia (NP) - Ward No.6
290059,Sursand,1306783,9,Sursand(NP)-Ward No.9
249659,Arrah,59603,6,Arrah (M Corp.) - Ward No.6
277130,Teghara,1299382,23,Bakhri (NP) - Ward No.23
276643,Bihat,1298235,19,Bihat (M) - Ward No.19
249600,Darbhanga,35923,6,Darbhanga (M Corp.) - Ward No.6
249642,Biharsharif,71880,46,Bihar (M) - Ward No.46
276644,Bikarm,1298664,5,Bikram (M) - Ward No.5
249621,Dalsinghsarai,59432,1,Dalsinghsarai (NP) - Ward No.1
249684,Nawada,2613,21,Nawada (M) - Ward No.21
249562,Bagaha,1299024,21,Bagaha (M) - Ward No.21
249680,Gaya,1298808,50,Gaya (M Corp.) - Ward No.50
249599,Saharsa,1299478,33,Saharsa (M) - Ward No.33
249614,Dighwara,36094,5,Dighwara (NP) - Ward No.5
277134,Kahalgaon,1299393,9,Kahalgaon (NP) - Ward No.9
249641,Sheikhpura,1299258,15,Sheikhpura (M) - Ward No.15
249565,Raxaul,35587,7,Raxaul Bazar (M) - Ward No.7
277125,Mahua,1299171,4,Mahua (NP) - Ward No.4
249570,Areraj,1299082,8,Areraj (NP) - Ward No.8
249669,Nokha,36709,10,Nokha (NP) - Ward No.10
277125,Mahua,1299172,5,Mahua (NP) - Ward No.5
249652,Masaurhi,1298599,21,Masaurhi (M) - Ward No.21
249634,Munger,1299235,40,Munger (M Corp.) - Ward No.40
276646,Nasriganj,1298415,13,Nasariganj (NP) - Ward No.13
249629,Sultanganj,5946,13,Sultanganj (NP) - Ward No.13
249590,Kishanganj,35837,30,Kishanganj (M) - Ward No.30
276648,Mohaniya,1298402,16,Mohaniya (NP) - Ward No.16
249579,Madhubani,1299186,28,Madhubani (M) - Ward No.28
249605,Mirganj,35978,8,Mirganj (NP) - Ward No.8
249600,Darbhanga,1739,48,Darbhanga (M Corp.) - Ward No.48
249576,Dumra,35693,4,Dumra (NP) - Ward No.4
249616,Lalganj,36113,6,Lalganj (NP) - Ward No.6
249657,Mokama,36615,5,Mokameh (M) - Ward No.5
249645,Rajgir,36371,6,Rajgir (NP) - Ward No.6
249625,Khagaria,1299336,24,Khagaria (M) - Ward No.24
249616,Lalganj,36117,10,Lalganj (NP) - Ward No.10
277134,Kahalgaon,1299399,15,Kahalgaon (NP) - Ward No.15
249600,Darbhanga,35938,21,Darbhanga (M Corp.) - Ward No.21
249626,Gogri Jamalpur,1299341,20,Gogri Jamalpur (NP) - Ward No.20
249618,Mahnar,36151,14,Mahnar Bazar (M) - Ward No.14
249627,Naugachhia,59438,2,Naugachhia (NP) - Ward No.2
249601,Motipur,35958,4,Motipur (NP) - Ward No.4
249560,Ramnagar,1298426,17,Ramnagar (NP) - Ward No.17
249650,Patna,36428,18,Patna (M Corp.) - Ward No.18
249575,Sitamarhi,35671,16,Sitamarhi (M) - Ward No.16
249589,Bahadurganj,62549,8,Bahadurganj (NP) - Ward No.8
277129,Bakhri,1298319,10,Bakhri (NP) - Ward No.10
249674,Daudnagar,1298083,18,Daudnagar (M) - Ward No.18
249619,Samastipur,1299221,26,Samastipur (M) - Ward No.26
249639,Lakhisarai,3703,18,Lakhisarai (M) - Ward No.18
249630,Bhagalpur,71207,41,Bhagalpur (M Corp.) - Ward No.41
249627,Naugachhia,71820,17,Naugachhia (NP) - Ward No.17
249665,Buxar,36677,1,Buxar (M) - Ward No.1
249660,Koilwar,36637,5,Koilwar (NP) - Ward No.5
249650,Patna,36447,37,Patna (M Corp.) - Ward No.37
249570,Areraj,35626,3,Areraj (NP) - Ward No.3
276642,Benipur,1298054,14,Benipur (M) - Ward No. 14
249595,Katihar,62564,13,Katihar (M Corp.) - Ward No.13
249657,Mokama,36614,4,Mokameh (M) - Ward No.4
249622,Rosera,1299226,16,Rosera (NP) - Ward No.16
249567,Dhaka,1307121,21,Dhaka (NP) - Ward No.21
277130,Teghara,1299378,19,Bakhri (NP) - Ward No.19
249630,Bhagalpur,59461,22,Bhagalpur (M Corp.) - Ward No.22
249593,Kasba,1299423,10,Kasba (NP) - Ward No.10
249643,Hilsa,36362,6,Hilsa (NP) - Ward No.6
249649,Khagaul,36410,15,Saidpura (OG) - Ward No.15
249643,Hilsa,36360,4,Hilsa (NP) - Ward No.4
249585,Jogabani,1298104,16,Jogabani (NP) - Ward No.16
249588,Thakurganj,35804,12,Thakurganj (NP) - Ward No.12
249582,Nirmali,62534,2,Nirmali (NP) - Ward No.2
249644,Islampur,59554,9,Islampur (NP) - Ward No.9
249657,Mokama,36617,7,Mokameh (M) - Ward No.7
249612,Chapra,36063,16,Chapra (M Corp.) - Ward No.16
249639,Lakhisarai,36325,7,Lakhisarai (M) - Ward No.7
249648,Danapur,1298546,18,Danapur Nizamat (M) - Ward No.18
249584,Supaul,1298294,13,Supaul (M) - Ward No.13
265438,Ekma Bazar,1298361,3,Ekma Bazar (NP) - Ward No.03
249672,Jehanabad,36772,9,Jehanabad (M) - Ward No.9
249570,Areraj,35629,6,Areraj (NP) - Ward No.6
249630,Bhagalpur,71206,40,Bhagalpur (M Corp.) - Ward No.40
249617,Hajipur,36121,2,Hajipur (M) - Ward No.2
249592,Purnea,35869,19,Purnia (M Corp.) - Ward No.19
253281,ARWAL,1298840,7,Arwal (M) - Ward No.7
249619,Samastipur,1299223,28,Samastipur (M) - Ward No.28
265438,Ekma Bazar,1298363,5,Ekma Bazar (NP) - Ward No.05
249625,Khagaria,36221,9,Khagaria (M) - Ward No.9
249660,Koilwar,36639,7,Koilwar (NP) - Ward No.7
249613,Marhaura,36088,9,Marhaura (NP) - Ward No.9
249669,Nokha,36702,3,Nokha (NP) - Ward No.3
249669,Nokha,36713,14,Nokha (NP) - Ward No.14
249587,Araria,1298198,24,Araria (M) - Ward No.24
249564,Bettiah,35575,20,Bettiah (M) - Ward No.20
249600,Darbhanga,35934,17,Darbhanga (M Corp.) - Ward No.17
249672,Jehanabad,1298818,21,Jehanabad (M) - Ward No.21
249673,Makhdumpur,36793,16,Makhdumpur (NP) - Ward No.16
249630,Bhagalpur,59466,27,Bhagalpur (M Corp.) - Ward No.27
249660,Koilwar,36644,12,Koilwar (NP) - Ward No.12
276429,Harnaut,1298684,4,Harnaut (NP) - Ward No.4
249672,Jehanabad,1298819,22,Jehanabad (M) - Ward No.22
249572,Sheohar,71082,9,Sheohar (NP) - Ward No.9
249648,Danapur,59581,14,Danapur Nizamat (M) - Ward No.14
249679,Tekari,36829,2,Tikari (NP) - Ward No.2
249612,Chapra,36071,24,Chapra (M Corp.) - Ward No.24
249619,Samastipur,36168,16,Samastipur Rly. Colony (OG) - Ward No.16
253281,ARWAL,1298839,6,Arwal (M) - Ward No.6
249586,Forbesganj,35763,3,Forbesganj (M) - Ward No.3
249567,Dhaka,1299102,12,Dhaka (NP) - Ward No.12
249595,Katihar,62555,4,Katihar (M Corp.) - Ward No.4
249682,Sherghati,3640,17,Sherghati (NP) - Ward No.17
277098,Bakhtiyarpur,1298628,11,Bakhtiyarpur (M) - Ward No.11
249621,Dalsinghsarai,1298072,8,Dalsinghsarai (NP) - Ward No.8
249666,Bhabua,1298743,15,Bhabua (M) - Ward No.15
249603,Muzaffarpur,59392,10,Muzaffarpur (M Corp.) - Ward No.10
249670,Sasaram,36729,12,Sasaram (M) - Ward No.12
249602,Kanti,2973,7,Kanti (NP) - Ward No.7
249684,Nawada,2614,22,Nawada (M) - Ward No.22
249564,Bettiah,35567,12,Bettiah (M) - Ward No.12
277098,Bakhtiyarpur,1298619,2,Bakhtiyarpur (M) - Ward No.2
249602,Kanti,35962,1,Kanti (NP) - Ward No.1
249658,Shahpur,36631,4,Shahpur (NP) - Ward No.4
249648,Danapur,1298547,19,Danapur Nizamat (M) - Ward No.19
249662,Jagdishpur,36655,11,Jagdishpur (NP) - Ward No.11
249567,Dhaka,35596,2,Dhaka (NP) - Ward No.2
249642,Biharsharif,71831,45,Bihar (M) - Ward No.45
249627,Naugachhia,71817,14,Naugachhia (NP) - Ward No.14
249667,Koath,36695,6,Koath (NP) - Ward No.6
249592,Purnea,1299406,33,Purnia (M Corp.) - Ward No.33
249641,Sheikhpura,1299257,14,Sheikhpura (M) - Ward No.14
249629,Sultanganj,5952,19,Sultanganj (NP) - Ward No.19
249659,Arrah,59600,3,Arrah (M Corp.) - Ward No.3
249667,Koath,1298722,11,Koath (NP) - Ward No.11
249639,Lakhisarai,36320,2,Lakhisarai (M) - Ward No.2
249603,Muzaffarpur,71023,46,Muzaffarpur (M Corp.) - Ward No.46
249568,Motihari,35607,7,Motihari (M) - Ward No.7
249684,Nawada,36866,7,Nawada (M) - Ward No.7
249659,Arrah,59622,25,Arrah (M Corp.) - Ward No.25
249570,Areraj,1299088,14,Areraj (NP) - Ward No.14
276643,Bihat,1298231,15,Bihat (M) - Ward No.15
249643,Hilsa,36363,7,Hilsa (NP) - Ward No.7
249608,Siwan,36000,2,Siwan (M) - Ward No.2
277127,Pakri Dayal,1298141,5,Pakridayal (NP) - Ward No.5
249650,Patna,1298520,51,Patna (M Corp.) - Ward No.51
277131,Barauli,1298984,19,Barauli (NP) - Ward No.19
249612,Chapra,36077,30,Chapra (M Corp.) - Ward No.30
249592,Purnea,35875,25,Purnia (M Corp.) - Ward No.25
249648,Danapur,59580,13,Danapur Nizamat (M) - Ward No.13
249653,Fatuha,36488,7,Fatwah (M) - Ward No.7
249618,Mahnar,1298273,18,Mahnar Bazar (M) - Ward No.18
253281,ARWAL,1298835,2,Arwal (M) - Ward No.2
249614,Dighwara,36090,1,Dighwara (NP) - Ward No.1
249622,Rosera,36176,4,Rosera (NP) - Ward No.4
249633,Banka,71195,13,Banka(M) - Ward No.13
249663,Piro,1298761,17,Piro (NP) - Ward No.17
249592,Purnea,1299417,44,Purnia (M Corp.) - Ward No.44
249657,Mokama,36623,13,Mokameh (M) - Ward No.13
249680,Gaya,59674,8,Gaya (M Corp.) - Ward No.8
249587,Araria,1298194,20,Araria (M) - Ward No.20
249587,Araria,1298202,28,Araria (M) - Ward No.28
249564,Bettiah,1299013,30,Bettiah (M) - Ward No.30
249626,Gogri Jamalpur,36238,13,Gogri Jamalpur (NP) - Ward No.13
249611,Rivilganj,1298438,19,Revilganj (NP) - Ward No.19
249563,Chanpatia,1299062,14,Chanpatia (NP) - Ward No.14
249632,Amarpur,4426,7,Amarpur (NP) - Ward No.7
249633,Banka,1307119,25,Banka(M) - Ward No.25
277131,Barauli,1298986,21,Barauli (NP) - Ward No.21
249643,Hilsa,6344,12,Hilsa (NP) - Ward No.12
249643,Hilsa,6343,11,Hilsa (NP) - Ward No.11
249584,Supaul,1298305,24,Supaul (M) - Ward No.24
277130,Teghara,1299384,25,Bakhri (NP) - Ward No.25
249600,Darbhanga,35949,32,Darbhanga (M Corp.) - Ward No.32
249674,Daudnagar,1298089,24,Daudnagar (M) - Ward No.24
249608,Siwan,36030,32,Siwan (M) - Ward No.32
249576,Dumra,1298358,11,Dumra (NP) - Ward No.11
249606,Gopalganj,35993,14,Gopalganj (M) - Ward No.14
249602,Kanti,3066,8,Kanti (NP) - Ward No.8
249596,Manihari,35889,5,Manihari (NP) - Ward No.5
265437,Parsa Bazar,1298908,1,Parsa (NP) - Ward No.1
249638,Barahiya,36314,10,Barahiya (NP) - Ward No.10
277134,Kahalgaon,1299387,3,Kahalgaon (NP) - Ward No.3
249566,Sugauli,1299141,15,Sugauli (NP) - Ward No.15
249617,Hajipur,1299148,20,Hajipur (M) - Ward No.20
249665,Buxar,1298789,27,Buxar (M) - Ward No.27
249622,Rosera,1299225,15,Rosera (NP) - Ward No.15
249634,Munger,36278,22,Munger (M Corp.) - Ward No.22
249622,Rosera,36183,11,Rosera (NP) - Ward No.11
249672,Jehanabad,1298829,32,Jehanabad (M) - Ward No.32
276648,Mohaniya,1298396,10,Mohaniya (NP) - Ward No.10
249601,Motipur,3077,12,Motipur (NP) - Ward No.12
249604,Kataiya,1298993,11,Kataiya (NP) - Ward No.11
249575,Sitamarhi,35680,25,Sitamarhi (M) - Ward No.25
249564,Bettiah,1299012,29,Bettiah (M) - Ward No.29
249564,Bettiah,35571,16,Bettiah (M) - Ward No.16
249600,Darbhanga,35926,9,Darbhanga (M Corp.) - Ward No.9
249577,Janakpur Road,62531,8,Janakpur Road (NP) - Ward No.8
249639,Lakhisarai,36322,4,Lakhisarai (M) - Ward No.4
249683,Bodh Gaya,36852,12,Bodh Gaya (NP) - Ward No.12
249625,Khagaria,1299337,25,Khagaria (M) - Ward No.25
277128,Mehsi,1299131,10,Mehshi (NP) - Ward No.10
276646,Nasriganj,1298416,14,Nasariganj (NP) - Ward No.14
249626,Gogri Jamalpur,36234,9,Gogri Jamalpur (NP) - Ward No.9
249603,Muzaffarpur,70736,39,Muzaffarpur (M Corp.) - Ward No.39
249629,Sultanganj,5945,12,Sultanganj (NP) - Ward No.12
249614,Dighwara,1298895,12,Dighwara (NP) - Ward No.12
277134,Kahalgaon,1299386,2,Kahalgaon (NP) - Ward No.2
249674,Daudnagar,1298082,17,Daudnagar (M) - Ward No.17
249606,Gopalganj,35990,11,Gopalganj (M) - Ward No.11
249684,Nawada,2798,32,Nawada (M) - Ward No.32
249675,Rafiganj,1298157,12,Rafiganj (NP) - Ward No.12
249608,Siwan,36017,19,Siwan (M) - Ward No.19
249584,Supaul,35748,4,Supaul (M) - Ward No.4
277130,Teghara,1299381,22,Bakhri (NP) - Ward No.22
249659,Arrah,1298015,37,Arrah (M Corp.) - Ward No.37
290025,Aurangabad,1306695,22,Ward No.22
249617,Hajipur,1299161,33,Hajipur (M) - Ward No.33
249603,Muzaffarpur,70731,34,Muzaffarpur (M Corp.) - Ward No.34
249675,Rafiganj,36796,3,Rafiganj (NP) - Ward No.3
249642,Biharsharif,59522,9,Bihar (M) - Ward No.9
249670,Sasaram,1298174,38,Sasaram (M) - Ward No.38
276406,BARSOI,1299454,1,Barsoi (NP) - Ward No.1
249634,Munger,36260,4,Munger (M Corp.) - Ward No.4
277125,Mahua,1299170,3,Mahua (NP) - Ward No.3
249612,Chapra,36048,1,Chapra (M Corp.) - Ward No.1
249579,Madhubani,35706,8,Madhubani (M) - Ward No.8
276643,Bihat,1298234,18,Bihat (M) - Ward No.18
249600,Darbhanga,35922,5,Darbhanga (M Corp.) - Ward No.5
249584,Supaul,35756,12,Supaul (M) - Ward No.12
249600,Darbhanga,35932,15,Darbhanga (M Corp.) - Ward No.15
249609,Maharajganj,59425,1,Maharajganj (NP) - Ward No.1
249603,Muzaffarpur,59385,3,Muzaffarpur (M Corp.) - Ward No.3
249678,Nabinagar,1298879,12,Nabinagar (NP) - Ward No.12
249608,Siwan,1298944,33,Siwan (M) - Ward No.33
249601,Motipur,35961,7,Motipur (NP) - Ward No.7
249599,Saharsa,1299479,34,Saharsa (M) - Ward No.34
249588,Thakurganj,35797,5,Thakurganj (NP) - Ward No.5
249621,Dalsinghsarai,59434,3,Dalsinghsarai (NP) - Ward No.3
249651,Phulwari Sharif,1298575,19,Phulwari Sharif (M) - Ward No.19
249653,Fatuha,36490,9,Fatwah (M) - Ward No.9
249633,Banka,59486,10,Banka (M) - Ward No.10
277103,Barbigha,1299287,17,Barbigha (M) - Ward No.17
249648,Danapur,1298555,27,Danapur Nizamat (M) - Ward No.27
277136,Balia,1298336,7,Balia (NP) - Ward No.07
249617,Hajipur,36125,6,Hajipur (M) - Ward No.6
249670,Sasaram,36726,9,Sasaram (M) - Ward No.9
249659,Arrah,59629,32,Arrah (M Corp.) - Ward No.32
249652,Masaurhi,36471,7,Masaurhi (M) - Ward No.7
276648,Mohaniya,1298398,12,Mohaniya (NP) - Ward No.12
249687,Jamui,1299308,26,Jamui (M) - Ward No.26
276643,Bihat,1298226,10,Bihat (M) - Ward No.10
249566,Sugauli,62516,7,Sugauli (NP) - Ward No.7
249585,Jogabani,1298093,5,Jogabani (NP) - Ward No.5
277131,Barauli,1298981,16,Barauli (NP) - Ward No.16
277126,Kesaria,1299116,6,Kesaaria (NP) - Ward No.6
249666,Bhabua,59648,11,Bhabua (M) - Ward No.11
249672,Jehanabad,36769,6,Jehanabad (M) - Ward No.6
249600,Darbhanga,35948,31,Darbhanga (M Corp.) - Ward No.31
249686,Hisua,2801,12,Hisua (NP) - Ward No.12
249648,Danapur,1298564,36,Danapur Nizamat (M) - Ward No.36
249600,Darbhanga,35953,36,Darbhanga (M Corp.) - Ward No.36
249575,Sitamarhi,35673,18,Sitamarhi (M) - Ward No.18
249638,Barahiya,36310,6,Barahiya (NP) - Ward No.6
249680,Gaya,59668,2,Gaya (M Corp.) - Ward No.2
249575,Sitamarhi,35674,19,Sitamarhi (M) - Ward No.19
249615,Sonepur,36106,6,Sonepur (NP) - Ward No.6
249597,Madhepura,1299520,24,Madhepura (M) - Ward No.24
249614,Dighwara,36093,4,Dighwara (NP) - Ward No.4
249626,Gogri Jamalpur,36241,16,Gogri Jamalpur (NP) - Ward No.16
249568,Motihari,1299073,30,Motihari (M) - Ward No.30
249581,Ghoghardiha,35734,7,Ghoghardiha (NP) - Ward No.7
249595,Katihar,62583,32,Katihar (M Corp.) - Ward No.32
265437,Parsa Bazar,1298909,2,Parsa (NP) - Ward No.2
249564,Bettiah,35558,3,Bettiah (M) - Ward No.3
249642,Biharsharif,71873,35,Bihar (M) - Ward No.35
249592,Purnea,1299405,32,Purnia (M Corp.) - Ward No.32
