Local Body Code,Local Body Name,Local Body Type,District Level Parent Name,Intermediate Level Parent Name,Ward Code,Ward Number,Ward Name,Ward Name (In Local),
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218449,11,Chidiyatapu 2,Chidiyatapu 2
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218450,12,Rutland 1,Rutland 1
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218451,13,Rutland 2,Rutland 2
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218452,14,Rutland 3,Rutland 3
272914,Calicut,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424153,1,Calicut Ward No 1,
272914,Calicut,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424154,2,Calicut Ward No 2,
272914,Calicut,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424155,3,Calicut Ward No 3,
272914,Calicut,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424156,4,Calicut Ward No 4,
272914,Calicut,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424157,5,Calicut Ward No 5,
272914,Calicut,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424158,6,Calicut Ward No 6,
272914,Calicut,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424159,7,Calicut Ward No 7,
272914,Calicut,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424160,8,Calicut Ward No 8,
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424176,Ward No 1,Govindnagar 1,Govindnagar 1
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424177,Ward No 2,Govindnagar 2,Govindnagar 2
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424178,Ward No 3,Govindnagar 3,Govindnagar 3
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424179,Ward No 4,Govindnagar 4,Govindnagar 4
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424180,Ward No 5,Govindnagar 5,Govindnagar 5
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424181,Ward No 6,Govindnagar 6,Govindnagar 6
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424182,Ward No 7,Govindnagar 7,Govindnagar 7
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424183,Ward No 8,Govindnagar 8,Govindnagar 8
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424184,Ward No 9,Vijaynagar 1,Vijaynagar 1
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424185,Ward No 10,Vijaynagar 2,Vijaynagar 2
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424186,Ward No 11,Vijaynagar 3,Vijaynagar 3
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424187,1,Govindnagar-1,
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424188,2,Govindnagar-2,
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424189,3,Govindnagar-3,
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424190,4,Govindnagar-4,
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424191,5,Govindnagar-5,
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424192,6,Govindnagar-6,
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424193,7,Govindnagar-7,
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424194,8,Govindnagar-8,
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424195,9,Vijaynagar-1,
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424196,10,Vijaynagar-2,
234510,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424197,11,Vijaynagar-3,
234511,NEIL ISLAND,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218453,1,Neil kendra,Neil kendra
234511,NEIL ISLAND,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218454,2,Laxmanpur 1,Laxmanpur 1
234511,NEIL ISLAND,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218455,3,Laxmanpur 2,Laxmanpur 2
234511,NEIL ISLAND,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218456,4,Neil kendra 1,Neil kendra 1
234511,NEIL ISLAND,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218457,5,Neil kendra 2,Neil kendra 2
234511,NEIL ISLAND,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218458,6,Neil kendra 3,Neil kendra 3
234511,NEIL ISLAND,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218459,7,Neil kendra 4,Neil kendra 4
234511,NEIL ISLAND,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218460,8,Ramnagar 1,Ramnagar 1
234511,NEIL ISLAND,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218461,9,Ramnagar 2,Ramnagar 2
234511,NEIL ISLAND,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218462,10,Bharatpur 1,Bharatpur 1
234511,NEIL ISLAND,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218463,11,Bharatpur 2,Bharatpur 2
234511,NEIL ISLAND,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218464,12,Sitapur,Sitapur
234514,SHYAMNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424302,Ward No 1,Shyam Nagar 1,Shyam Nagar 1
234514,SHYAMNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424303,Ward No 2,Shyam Nagar 2,Shyam Nagar 1
234514,SHYAMNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424304,Ward No 3,Shyam Nagar 3,Shyam Nagar 3
234514,SHYAMNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424305,Ward No 4,Krishnanagar 1,Krishnanagar 1
234514,SHYAMNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424306,Ward No 5,Krishnanagar 2,Krishnanagar 2
234514,SHYAMNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424307,Ward No 6,Krishnanagar 3,Krishnanagar 3
234514,SHYAMNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424308,Ward No 7,Radhanagar 1,Radhanagar 1
234514,SHYAMNAGAR,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1424309,Ward No 8,Radhanagar 2,Radhanagar 2
234513,SIPPIGHAT,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1235476,1,Sippighat,Sippighat
234513,SIPPIGHAT,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1235477,2,Sippighat - 1,Sippighat - 1
234513,SIPPIGHAT,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1235478,3,Sippighat - 2,Sippighat - 2
234513,SIPPIGHAT,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1235479,4,Sippighat - 3,Sippighat - 3
234513,SIPPIGHAT,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1235480,5,Bimblitan - 1,Bimblitan - 1
234513,SIPPIGHAT,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1235481,6,Bimblitan - 2,Bimblitan - 2
234513,SIPPIGHAT,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1235482,7,Bimblitan - 3,Bimblitan - 3
234513,SIPPIGHAT,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1235483,8,Bimblitan - 4,Bimblitan - 4
234513,SIPPIGHAT,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1235484,9,Teylerabad - 1,Teylerabad - 1
234513,SIPPIGHAT,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1235485,10,Teylerabad - 2,Teylerabad - 2
234513,SIPPIGHAT,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1235486,11,Teylerabad - 3,Teylerabad - 3
234513,SIPPIGHAT,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1235487,12,Teylerabad - 4,Teylerabad - 4 
