Local Body Code,Local Body Name,Ward Code,Ward Number,Ward Name,
250928,Machalpur,78497,2,Mahatma Gandhi Ward,
250824,Jiran,3819,1,WARD 01 Gandhi ward,
250826,Manasa,3851,3,WARD 03 Bhagat Singh,
250685,Akoda,4526,11,Akoda (NP) - Ward No.11,
250860,Shajapur,7951,20,WARD 20 Kishore bhai tridevi ward,
250789,Teonthar,12146,4,Lal Bahadur Shastri Ward,
250873,Karnawad,13310,6,WARD 06 chandrashekhar ajad ward,
250851,Ujjain,7669,49,Muni nagar,
250909,Maheshwar,22882,1,AHILYA BAI WARD,
250707,Karera,7125,10,Shastri Ward,
290382,Niwari,1306141,14,Harsh mau ward,
250999,Gadarwara,41952,21,SHIVAJI WARD,
250825,Rampura,3843,10,SHREE KRISHNA WARD 10,
250750,Panna,9572,27,Kunjvan (OG) - Ward No.27,
250863,Akodia,8004,12,MAHARANI LAXMI BAI WARD,
250851,Ujjain,7670,50,Rishi nagar,
250833,Mandsaur,4605,31,Shivaji Ward,
250751,Devendranagar,72477,7,Shastri ward,
250923,Khandwa,23271,23,Dr. Shyama Prasad Mukharji Ward No.23 Khandwa (M Corp.),
250764,Sagar,9938,43,PURVIAU TORI,
250864,Polaykalan,11048,15,MAHARANA PRATAP WARD 15,
250759,Shahgarh,9863,14,Chandrasekhar Azad Ward,
250891,Kukshi,21149,6,Safia Ward,
297114,BANDRI,2453314,6,Ward No.6,
250924,Pandhana,78490,10,Shastri Ward No.10 Pandhana (NP),
250694,Gwalior,4762,12,Subhash Ward,
250805,Beohari,67491,3,Maulana Abul Kalam Azad Ward,
290390,Dindori,1306169,7,Ambedkar ward,
250743,Khajuraho,9471,1,Indira Gandhi Ward,
250904,Rau,22711,6,BALMIKI WARD,
250833,Mandsaur,4585,11,Jhulelal Ward,
248073,AMLA,36560,7,Dr.Zakir Hussain,
290389,Bagali,1306190,13,Mukherji ward,
250712,Isagarh,72001,15,Chandrashekhar Ward,
262992,Chhapiheda,1297119,8,Rani Laxmibai Ward,
250797,Rewa,13093,35,Mukatir Temple Ward,
250978,Barhi,38541,13,Vijaynath Ward,
250875,Khategaon,13337,3,WARD 03 Azad Ward,
250982,Manjholi Jabalpur,41569,15,Azad ward,
250829,Narayangarh,3880,2,Nehru Ward,
293818,Taricharkala,1307232,13,Jagjivan ward,
253171,BHUWA BICHHIA,7103,3,INDIRA GANDHI WARD,
290390,Dindori,1306175,13,Avanti bai ward,
251029,Lodhikheda,48539,11,Dr. Rajendra Prasad,
250947,Sehore,34412,17,Sehore (M) - Umraw Singh Ward,
253197,Pasan,14137,12,Maharani Lakshmi Bai Ward,
250774,Damoh,10213,6,Chhatrashal Ward,
248073,AMLA,36554,1,Raidas Ward,
250695,Bilaua,71776,9,Indira Gandhi Ward,
250889,Mandav,21140,13,MANSINGHI WARD,
250800,Chandia,13145,11,Ms. Kmlendra Singh Ward,
250742,Rajnagar,9463,8,HARIHAR WARD,
250739,Garhi -Malhara,8588,7,LALBAHADUR SHASTRI WARD7,
262908,KURAWAR,1297139,13,Raja ram mohan roy ward,
250900,Hatod,21214,10,Maharana Pratap Ward,
250881,Jobat,16298,15,Masiha ward,
250883,Ranapur,16319,3,MAHATMA GANDHI WARD,
293820,Salichauka,1307153,13,Rani lakshmi ward,
251022,Dongar Parasia,48473,11,GANDHI WARD,
250766,Makronia Buzurg,2292274,13,Aadinath ward,
250866,Sonkatch,78241,14,WARD 14 GURUNANAK WARD,
