Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name,
251264,Vapi,1303699,7,Vapi (M) - Ward No. 7,
276024,Kadodara,1301296,1,Kadodara (M) - Ward No.1,
251120,Rajkot,66931,8,Rajkot (M Corp.) - Ward No.8,
251053,Dhanera,37360,2,Dhanera (M) - Ward No.2,
251142,Kutiyana,34694,2,Kutiyana (M) - Ward No.2,
251124,Upleta,33615,3,Upleta (M) - Ward No.3,
253225,Kathlal,67590,6,Balasinor (M) - Ward No.6,
251209,Vadodara,1302549,11,Vadodara (M Corp.) - Ward No.11,
253103,Bhabhar,1296454,6,Bhabhar (M) - Ward No.6,
251070,Kadi,37735,7,Kadi (M) - Ward No.7,
253230,Sojitra,34981,6,Mahuva (M) - Ward No.6,
251129,Dwarka,69199,6,Dwarka (M) - Ward No.6,
251222,Bharuch,37043,2,Bharuch (M) - Ward No.2,
251114,Surendranagar-Dudhrej-Wadhwan,33511,2,Surendranagar Dudhrej (M) - Ward No.2,
277170,Talala,1301331,1,Talala (M) - Ward No.1,
251065,Visnagar,1296778,8,Visnagar (M) - Ward No. 8,
251108,Dholka,33488,9,Dholka (M) - Ward No.9,
251122,Gondal,33602,4,Gondal (M) - Ward No.4,
251269,Umargaon,7496,4,Umbergaon Municipality Ward No. 4,
251178,Petlad,35026,9,Petlad (M) - Ward No.9,
251138,Porbandar-Chhaya,33868,2,Porbandar (M) - Ward No.2,
251125,Dhoraji,66960,5,Dhoraji (M) - Ward No.5,
253247,savli,35312,3,Devgadbaria (M) - Ward No.3,
251134,Dhrol,66981,4,Dhrol (M) - Ward No.4,
251070,Kadi,37731,3,Kadi (M) - Ward No.3,
248076,SHAHERA,1296650,5,Shahera (M) - Ward No. 5,
251161,Jafrabad,67048,1,Jafrabad (M) - Ward No.1,
251066,Vadnagar,60026,1,Vadnagar (M) - Ward No.1,
251096,Ahmadabad,1302539,39,"Amraivadi, Ahmedabad (M.Corp.) Ward No. 39",
253135,Maliya Miyana,33548,1,Limbdi (M) - Ward No.1,
251251,Bilimora,37101,5,Bilimora (M) - Ward No.5,
251173,Ode,67073,1,Ode (M) - Ward No.1,
251163,Botad,34826,9,Botad (M) - Ward No.9,
251160,Savarkundla,67036,1,Savarkundla (M) - Ward No.1,
251112,Dhrangadhra,66899,1,Dhrangadhra (M) - Ward No.1,
251194,Kaalol,1303680,3,Kaalol INA (INA) - Ward No.3,
251047,Bhuj,37310,7,Bhuj (M) - Ward No.7,
251081,Kalol,38049,5,Kalol (M) - Ward No.5,
251114,Surendranagar-Dudhrej-Wadhwan,33510,1,Surendranagar Dudhrej (M) - Ward No.1,
251180,Borsad,35034,5,Borsad (M) - Ward No.5,
251125,Dhoraji,66956,1,Dhoraji (M) - Ward No.1,
251133,Jamnagar,33837,12,Jamnagar (M Corp.) - Ward No.12,
251136,Bhanvad,33862,3,Bhanvad (M) - Ward No.3,
251065,Visnagar,37718,6,Kansa (OG) (Part) - Ward No.6,
251171,Umreth,67064,1,Umreth (M) - Ward No.1,
251185,Mehmedabad,35059,4,Mehmedabad (M) - Ward No.4,
251116,Thangadh,33536,2,Thangadh (M) - Ward No.2,
251152,Veraval,34742,9,Veraval (M) - Ward No.9,
251117,Limbdi,33559,6,Limbdi (M) - Ward No.6,
251096,Ahmadabad,1302528,28,"Khadiya, Ahmedabad (M.Corp.) Ward No. 28",
251159,Chalala,34798,5,Chalala (M) - Ward No.5,
251077,Modasa,60046,2,Modasa (M) - Ward No.2,
251172,Boriavi,34997,2,Boriavi (M) - Ward No.2,
276024,Kadodara,1301300,5,Kadodara (M) - Ward No.5,
253147,Babra,34752,1,Una (M) - Ward No.1,
251244,Vyara,67734,3,Vyara (M) - Ward No.3,
251147,Junagadh,66999,6,Junagadh (M) - Ward No.6,
253226,Kanjajari,7086,5,Kanajary(M) Ward - 5,
251129,Dwarka,69200,7,Dwarka (M) - Ward No.7,
251126,Jetpur Navagadh,33809,8,Jetpur Navagadh (M) - Ward No.8,
251194,Kaalol,1303681,4,Kaalol INA (INA) - Ward No.4,
251185,Mehmedabad,35060,5,Mehmedabad (M) - Ward No.5,
251152,Veraval,34744,11,Veraval (M) - Ward No.11,
251194,Kaalol,1303679,2,Kaalol INA (INA) - Ward No.2,
251174,Anand,67080,1,Anand (M) - Ward No.1,
251197,Jhalod,35301,1,Jhalod (M) - Ward No.1,
251064,Unjha,37704,4,Unjha (M) - Ward No.4,
251075,Prantij,60042,5,Prantij (M) - Ward No.5,
251120,Rajkot,66937,14,Rajkot (M Corp.) - Ward No.14,
253247,savli,35318,6,Devgadbaria (M) - Ward No.6,
251065,Visnagar,37717,5,Visnagar (M) - Ward No.5,
251176,Karamsad,35011,2,Karamsad (M) - Ward No.2,
251261,Dharampur,37136,6,Dharampur (M) - Ward No.6,
251060,Patan,37677,5,Patan (M) - Ward No.5,
253223,Amod,1301281,1,Amod (M) - ward No. 1,
251185,Mehmedabad,35061,6,Mehmedabad (M) - Ward No.6,
251171,Umreth,67066,3,Umreth (M) - Ward No.3,
251182,Anklav,35040,1,Anklav (M) - Ward No.1,
253247,savli,35316,5,Devgadbaria (M) - Ward No.5,
251127,Okha,1296767,5,Okha (M) - Ward No. 5,
251048,Mandvi,37322,4,Mandvi (M) - Ward No.4,
251182,Anklav,35043,4,Anklav (M) - Ward No.4,
251046,Anjar,37293,2,Anjar (M) - Ward No.2,
251219,Jambusar,37023,1,Jambusar (M) - Ward No.1,
251149,Keshod,67015,3,Keshod (M) - Ward No.3,
251109,Bavla,33496,6,Bavla (M) - Ward No.6,
251109,Bavla,33495,5,Bavla (M) - Ward No.5,
251161,Jafrabad,67050,3,Jafrabad (M) - Ward No.3,
251064,Unjha,37705,5,Unjha (M) - Ward No.5,
251185,Mehmedabad,35062,7,Mehmedabad (M) - Ward No.7,
253126,Vallabhipur,2494,1,Vallabhipur(M)-Ward No.1,
251058,Radhanpur,2195,4,Radhanpur (M) - Ward No.4,
251166,Sihor,2513,7,Sihor (M) - Ward No.7,
251216,Rajpipla,67638,5,Rajpipla (M) - Ward No.5,
251133,Jamnagar,33827,2,Jamnagar (M Corp.) - Ward No.2,
251147,Junagadh,66998,5,Junagadh (M) - Ward No.5,
248076,SHAHERA,1296646,1,Shahera (M) - Ward No. 1,
251222,Bharuch,37049,8,Bharuch (M) - Ward No.8,
251159,Chalala,34796,3,Chalala (M) - Ward No.3,
277169,Mandvi Kachchh,1301327,6,Mandvi Kuchchh (M) - Ward No.6,
251046,Anjar,37297,6,Anjar (M) - Ward No.6,
251231,Surat,67663,12,Surat (M Corp.) - Ward No.12,
251066,Vadnagar,1296751,7,Vadnagar(M) - Ward No. 7,
251071,Khedbrahma,37743,4,Khedbrahma (M) - Ward No.4,
251065,Visnagar,37715,3,Visnagar (M) - Ward No.3,
251169,Talaja,34874,2,Talaja (M) - Ward No.2,
251180,Borsad,35030,1,Borsad (M) - Ward No.1,
251125,Dhoraji,66957,2,Dhoraji (M) - Ward No.2,
251262,Pardi,37144,7,Pardi (M) - Ward No.7,
251168,Palitana,67056,2,Palitana (M) - Ward No.2,
251109,Bavla,33493,3,Bavla (M) - Ward No.3,
251118,Morbi,33571,10,Morvi (M) - Ward No.10,
251225,Anklesvar,37059,4,Anklesvar (M) - Ward No.4,
251072,Idar,38022,5,idar (M) - Ward No.5,
251116,Thangadh,33538,3,Thangadh (M) - Ward No.3,
251149,Keshod,67018,6,Keshod (M) - Ward No.6,
251157,Amreli,34781,1,Amreli (M) - Ward No.1,
251129,Dwarka,66971,4,Dwarka (M) - Ward No.4,
251231,Surat,67679,28,Surat (M Corp.) - Ward No.28,
251071,Khedbrahma,37746,7,Khedbrahma (M) - Ward No.7,
251231,Surat,67659,8,Surat (M Corp.) - Ward No.8,
253147,Babra,34756,3,Una (M) - Ward No.3,
251173,Ode,67078,6,Ode (M) - Ward No.6,
251209,Vadodara,35336,10,Vadodara (M Corp.) - Ward No.10,
251047,Bhuj,37307,4,Bhuj (M) - Ward No.4,
251058,Radhanpur,37658,2,Radhanpur (M) - Ward No.2,
251057,Deesa,37652,8,Deesa (M) - Ward No.8,
251088,Dehgam,60145,3,Dehgam (M) - Ward No.3,
